time,type,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z
1735196736.497258,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.497258,handAnchor,0.04051763,-0.7151519,0.6977935,0.5659001,0.59198684,0.5738541,-0.8234776,0.3716303,0.42869055,0.18005928,0.7423248,-0.32435742
1735196736.497258,indexFingerTipParent,0.99999994,3.8535752e-10,8.049785e-09,-8.424635e-09,0.99999994,-1.15600916e-08,2.3015474e-09,1.6680616e-08,0.99999994,-0.021807104,0.0004537739,-0.0007342994
1735196736.497258,indexFingerTipAnchor,0.3463655,0.92702204,0.14373943,-0.93137264,0.35813788,-0.06543975,-0.112142645,-0.11120893,0.98744947,-0.14242445,-0.068830736,0.003833036
1735196736.530685,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.530685,handAnchor,0.038909227,-0.7097369,0.70339143,0.56807035,0.5948177,0.56876,-0.8220597,0.37744582,0.42632446,0.17998058,0.7426149,-0.32380044
1735196736.530685,indexFingerTipParent,1.0,-6.3962595e-09,-8.579633e-09,8.504902e-09,1.0,5.431131e-09,1.5718157e-08,2.2156641e-08,0.99999994,-0.021593094,0.00046280771,-0.0007368326
1735196736.530685,indexFingerTipAnchor,0.3428389,0.9303991,0.1296878,-0.93323225,0.35311523,-0.06623404,-0.107418805,-0.098321155,0.9893401,-0.14239043,-0.067806534,0.0047863964
1735196736.5525498,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.5525498,handAnchor,0.043126017,-0.71239185,0.7004556,0.565261,0.59549814,0.5708434,-0.8237841,0.37132207,0.4283687,0.18021318,0.74245954,-0.3238086
1735196736.5525498,indexFingerTipParent,1.0,-1.8218458e-08,2.7735734e-08,-1.8911184e-09,1.0,-9.797162e-09,1.9178664e-08,1.4532446e-09,1.0000001,-0.021417975,0.00045603514,-0.000731349
1735196736.5525498,indexFingerTipAnchor,0.33388168,0.93323976,0.13261284,-0.9371039,0.34381852,-0.06020215,-0.1017778,-0.10417157,0.98933774,-0.14174813,-0.06733757,0.004547121
1735196736.585937,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.585937,handAnchor,0.04173891,-0.7084289,0.70454675,0.5689329,0.5965231,0.5661054,-0.82132393,0.37721115,0.42794687,0.18032312,0.74226975,-0.3235007
1735196736.585937,indexFingerTipParent,1.0,7.1449255e-09,-5.892025e-08,1.0065727e-08,1.0,9.5093515e-09,2.5615332e-09,-1.8005992e-09,1.0,-0.02147004,0.00047566742,-0.0007265508
1735196736.585937,indexFingerTipAnchor,0.33488718,0.93291354,0.13237494,-0.93499017,0.34642392,-0.07605258,-0.1168084,-0.09830022,0.9882778,-0.1423485,-0.06690552,0.0045669647
1735196736.619399,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.619399,handAnchor,0.040105272,-0.7058844,0.70719063,0.567862,0.5984526,0.56514317,-0.82214594,0.37892148,0.42484608,0.18040761,0.74189746,-0.32357448
1735196736.619399,indexFingerTipParent,0.99999994,-1.1799706e-08,-1.1680928e-08,-1.0404936e-08,0.99999994,8.627035e-09,5.16955e-09,6.5348793e-09,1.0,-0.02146095,0.00046688318,-0.0007313788
1735196736.619399,indexFingerTipAnchor,0.34002548,0.9313865,0.13000673,-0.93430036,0.35031113,-0.06606632,-0.10707606,-0.099001125,0.9893098,-0.14261046,-0.06632824,0.0049337577
1735196736.6525831,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.6525831,handAnchor,0.039235953,-0.70542127,0.70770115,0.5719659,0.5965959,0.56296337,-0.81933814,0.38269255,0.426885,0.1804931,0.7418316,-0.32333753
1735196736.6525831,indexFingerTipParent,1.0000001,1.0278515e-08,-7.824337e-10,4.751044e-10,1.0000001,2.3163818e-09,9.460802e-09,-2.8133744e-08,1.0000001,-0.021550745,0.00046286732,-0.00074115396
1735196736.6525831,indexFingerTipAnchor,0.34598315,0.92923844,0.1296618,-0.9322393,0.3560775,-0.06433471,-0.10595186,-0.098616965,0.9894692,-0.14275219,-0.06654447,0.004893017
1735196736.685951,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735196736.685951,handAnchor,0.04031257,-0.70507807,0.7079829,0.57429564,0.5961781,0.5610314,-0.8176548,0.38397482,0.42895675,0.18053901,0.7418181,-0.32319131
