time,type,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z
1735197443.760367,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735197443.760367,handAnchor,0.21170104,0.07072671,0.97477186,0.2116823,0.9703843,-0.11638152,-0.95413476,0.23098008,0.19045977,0.22757031,0.73476934,-0.38296944
1735197443.760367,indexFingerTipParent,1.0000001,2.8811286e-08,2.3968294e-10,-2.2734312e-09,1.0000001,1.4254021e-09,2.8812837e-09,-4.4700568e-09,1.0,-0.022775978,0.00020445138,-0.00038060546
1735197443.760367,indexFingerTipAnchor,0.9725205,0.1996548,0.11975799,-0.20255855,0.97919077,0.012460474,-0.11477798,-0.036376104,0.9927248,-0.17936245,-0.018720228,0.009804931
1735197443.793771,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735197443.793771,handAnchor,0.21284208,0.07393821,0.9742849,0.20847194,0.97073585,-0.11921157,-0.9545876,0.22848436,0.19119939,0.22747307,0.7349712,-0.38265002
1735197443.793771,indexFingerTipParent,1.0000001,-4.113767e-09,-1.10374154e-10,2.5688555e-08,1.0000001,-9.913791e-09,4.8115107e-09,4.5976885e-09,1.0000001,-0.022812068,0.00020340085,-0.00038087368
1735197443.793771,indexFingerTipAnchor,0.9730869,0.19656046,0.12027562,-0.19961542,0.9797775,0.013781583,-0.11513428,-0.037419572,0.9926451,-0.17962557,-0.018252188,0.009713856
1735197443.827179,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735197443.827179,handAnchor,0.21602671,0.06924838,0.9739287,0.20405121,0.97225404,-0.11438983,-0.95482737,0.22344263,0.19590266,0.22745018,0.7349442,-0.38268265
1735197443.827179,indexFingerTipParent,0.99999994,-1.1629648e-09,-3.1486347e-10,2.087161e-08,1.0,1.032461e-09,5.477755e-09,1.4826298e-08,1.0,-0.02269417,0.00019497424,-0.0003787279
1735197443.827179,indexFingerTipAnchor,0.9721532,0.19839211,0.124735035,-0.20214018,0.97919077,0.018018138,-0.1185646,-0.04273034,0.9920266,-0.17896219,-0.018465843,0.0092520695
1735197443.860378,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735197443.860378,handAnchor,0.21429822,0.06619073,0.97452295,0.21358813,0.9703808,-0.11287753,-0.95312977,0.23233607,0.19381328,0.22743039,0.734915,-0.38268408
