time,type,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z
1735198037.02982,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.02982,handAnchor,0.21922942,0.01111003,0.9756101,0.26981497,0.9602491,-0.07156523,-0.9376239,0.2789234,0.20751724,0.38437223,-0.2937141,-0.18304522
1735198037.02982,indexFingerTipParent,1.0,1.5541644e-08,-5.854538e-09,4.1984904e-10,1.0,5.973912e-09,-3.5460146e-09,3.066316e-08,1.0,-0.022304177,0.00032840297,4.8220158e-05
1735198037.02982,indexFingerTipAnchor,0.9172722,0.36124146,0.16767807,-0.36390272,0.9313049,-0.015673766,-0.16182142,-0.04664129,0.9857168,-0.1766727,-0.025093133,0.012403038
1735198037.063147,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.063147,handAnchor,0.21537341,0.01806983,0.97636455,0.2658706,0.9609738,-0.07643261,-0.93964195,0.27604818,0.20216395,0.38437724,-0.2935671,-0.1830309
1735198037.063147,indexFingerTipParent,1.0,1.45786885e-08,5.392053e-09,-1.3831688e-08,1.0,3.30256e-09,-3.9904107e-09,-9.250223e-11,1.0,-0.02242437,0.00033277646,4.476309e-05
1735198037.063147,indexFingerTipAnchor,0.91899973,0.3584025,0.1642769,-0.36189866,0.9321722,-0.009179024,-0.15642412,-0.051016036,0.9863714,-0.17717071,-0.02453821,0.013068788
1735198037.096477,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.096477,handAnchor,0.21002659,0.015140813,0.9775784,0.28104886,0.9567426,-0.07519971,-0.9364295,0.29054123,0.19668604,0.38448244,-0.29392344,-0.1831269
1735198037.096477,indexFingerTipParent,1.0,-1.676657e-09,-2.6275768e-09,6.961457e-09,1.0,2.8634197e-09,9.429089e-09,4.536951e-09,1.0,-0.022544444,0.00033430755,5.3077936e-05
1735198037.096477,indexFingerTipAnchor,0.91770315,0.3596782,0.16867925,-0.36176124,0.9320711,-0.019304257,-0.16416425,-0.04330585,0.98548216,-0.1775153,-0.025765218,0.0128211295
1735198037.129884,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.129884,handAnchor,0.08942186,0.013744859,0.9958989,0.28721896,0.9570708,-0.03899835,-0.9536819,0.28952837,0.08163527,0.29053485,0.72987366,-0.32777274
1735198037.129884,indexFingerTipParent,0.9999999,-1.3754509e-09,2.9975928e-09,-5.8516303e-09,0.99999994,-4.9515245e-09,8.675967e-09,1.24674875e-08,0.9999999,-0.022673547,0.00033588707,4.5984983e-05
1735198037.129884,indexFingerTipAnchor,0.91708535,0.35839096,0.17467126,-0.36305127,0.9317522,-0.0056255134,-0.16476652,-0.058255427,0.9846106,-0.1777698,-0.025986034,0.011739788
1735198037.163085,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.163085,handAnchor,0.08209972,0.018290889,0.99645615,0.29147902,0.95567393,-0.04155775,-0.95304745,0.29385796,0.07312913,0.2897855,0.73033845,-0.32699114
1735198037.163085,indexFingerTipParent,0.99999994,4.8908273e-09,3.6320447e-09,1.0947883e-09,0.9999999,-6.752374e-09,-1.7104773e-09,-4.35374e-09,0.99999994,-0.022679836,0.0003325157,4.476309e-05
1735198037.163085,indexFingerTipAnchor,0.92157763,0.3514205,0.16491954,-0.35415193,0.93509007,-0.013529642,-0.1589692,-0.04593793,0.98621416,-0.17812768,-0.025521873,0.012707556
1735198037.196391,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.196391,handAnchor,0.07477379,0.025695924,0.9968694,0.28843394,0.9563803,-0.046287287,-0.9545758,0.29099208,0.06410061,0.2889207,0.73100126,-0.32646313
1735198037.196391,indexFingerTipParent,1.0,1.5023007e-08,6.352529e-09,2.5244603e-08,1.0,8.891181e-09,1.613035e-09,7.4846955e-09,0.99999994,-0.02275294,0.00033708662,3.951788e-05
1735198037.196391,indexFingerTipAnchor,0.9236432,0.34932846,0.15764773,-0.35259154,0.9357457,-0.00770013,-0.15020794,-0.04847305,0.9874653,-0.17861074,-0.025038967,0.013303252
1735198037.230068,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.230068,handAnchor,0.08025958,0.02185856,0.99653447,0.2813288,0.9586167,-0.043684687,-0.9562495,0.28385994,0.070788704,0.2887974,0.73092806,-0.32667077
1735198037.230068,indexFingerTipParent,1.0000001,-6.156906e-10,2.1562918e-09,-1.652542e-08,1.0,5.36492e-09,3.7855408e-09,1.876744e-08,1.0,-0.022730201,0.00033835694,2.9623508e-05
1735198037.230068,indexFingerTipAnchor,0.9213358,0.35230133,0.16439064,-0.35786715,0.93376124,0.004565295,-0.15189314,-0.06303605,0.98638463,-0.17846407,-0.025362786,0.012248665
1735198037.263167,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.263167,handAnchor,0.077223286,0.017781684,0.9968552,0.27765322,0.9599042,-0.0386315,-0.9575726,0.2797633,0.06918978,0.28857598,0.7304605,-0.3269414
1735198037.263167,indexFingerTipParent,1.0,1.0955958e-08,-7.367121e-09,5.32086e-09,1.0,-1.3293745e-08,-9.207845e-09,-2.209564e-09,1.0000001,-0.022716463,0.00034506992,2.4735928e-05
1735198037.263167,indexFingerTipAnchor,0.91801995,0.3635961,0.15823309,-0.36751202,0.9300063,-0.0048237136,-0.14891171,-0.05372444,0.9873901,-0.17810954,-0.025872987,0.012774078
1735198037.296494,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.296494,handAnchor,0.079306915,0.015019933,0.99673694,0.2789892,0.9595942,-0.036658425,-0.9570136,0.28098616,0.07191207,0.28849953,0.7302,-0.3270416
1735198037.296494,indexFingerTipParent,0.99999994,2.5324027e-09,3.2317535e-09,-1.7250912e-09,1.0,6.1809735e-09,-2.8601062e-09,5.116617e-09,0.99999994,-0.02261594,0.00034371018,2.4437904e-05
1735198037.296494,indexFingerTipAnchor,0.9173931,0.36528668,0.15797494,-0.3679437,0.9297551,-0.013155414,-0.15168345,-0.046057135,0.98735553,-0.17782587,-0.025755053,0.012504766
1735198037.3298469,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.3298469,handAnchor,0.082020104,0.012769852,0.9965488,0.2755865,0.9606391,-0.03499163,-0.9577706,0.27750543,0.075272545,0.28800282,0.7302682,-0.32714275
1735198037.3298469,indexFingerTipParent,1.0,5.699622e-09,-3.7144567e-09,-1.2429069e-08,1.0,8.0943945e-09,1.4380452e-08,1.1081637e-08,0.99999994,-0.02260667,0.0003422983,2.1189451e-05
1735198037.3298469,indexFingerTipAnchor,0.916698,0.36519465,0.16216654,-0.36950853,0.9292198,-0.0038132896,-0.15208082,-0.056426186,0.98675615,-0.1775919,-0.025761897,0.01187519
1735198037.3632479,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.3632479,handAnchor,0.08587958,0.010578195,0.99624944,0.2723434,0.96161026,-0.03368717,-0.9583601,0.27421492,0.07970181,0.28833693,0.72989523,-0.3276462
1735198037.3632479,indexFingerTipParent,0.99999994,-7.365564e-09,-5.326623e-09,1.890291e-08,0.99999994,-4.3220854e-09,2.5167726e-09,-2.240134e-08,0.99999994,-0.02262628,0.0003395304,2.0951033e-05
1735198037.3632479,indexFingerTipAnchor,0.91664726,0.36344382,0.16633083,-0.3680484,0.9298004,-0.003364509,-0.15587744,-0.058133893,0.9860641,-0.17731944,-0.025725348,0.011523044
1735198037.3965611,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.3965611,handAnchor,0.08724246,0.009589902,0.996141,0.269909,0.9623236,-0.032903075,-0.95892537,0.27173793,0.08136704,0.2885091,0.72963774,-0.32812008
1735198037.3965611,indexFingerTipParent,1.0,4.309158e-08,1.7390018e-09,-7.863079e-09,1.0,-1.0445065e-08,3.1806664e-09,-9.319637e-09,1.0,-0.02257052,0.0003428571,2.041459e-05
1735198037.3965611,indexFingerTipAnchor,0.91484874,0.36826298,0.16563204,-0.37194094,0.92820877,-0.009389869,-0.15719903,-0.053015072,0.9861428,-0.176831,-0.025603686,0.011681005
1735198037.429801,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.429801,handAnchor,0.08985983,0.008366313,0.99591947,0.2655926,0.96355224,-0.032058295,-0.9598885,0.2673895,0.084362574,0.28840324,0.7296762,-0.32811552
1735198037.429801,indexFingerTipParent,0.99999994,3.4219614e-09,-3.231511e-09,-1.1632713e-08,1.0,-2.044609e-09,3.5857015e-09,1.2405545e-08,1.0,-0.022554517,0.00034080446,1.8119812e-05
1735198037.429801,indexFingerTipAnchor,0.91476685,0.36705798,0.16873059,-0.3713784,0.9284598,-0.0063655735,-0.158996,-0.05683978,0.98564166,-0.17646776,-0.025404159,0.011362582
1735198037.4631782,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.4631782,handAnchor,0.089165635,0.011008424,0.99595606,0.267947,0.962811,-0.03463073,-0.9592987,0.26995125,0.0829,0.28830686,0.72981375,-0.32795382
1735198037.4631782,indexFingerTipParent,1.0,-9.721951e-09,2.600442e-09,1.5516225e-08,1.0,4.3515733e-09,-4.932943e-10,-4.793641e-09,1.0,-0.022579193,0.00033970922,2.0891428e-05
1735198037.4631782,indexFingerTipAnchor,0.9161432,0.363046,0.16993938,-0.3655747,0.93062127,-0.017298382,-0.1644294,-0.04627777,0.9853025,-0.1767833,-0.025104893,0.011453759
1735198037.496583,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.496583,handAnchor,0.086413465,0.0120498035,0.9961864,0.27236497,0.96154773,-0.03525691,-0.9583058,0.274373,0.07980875,0.2881403,0.7300291,-0.32773042
1735198037.496583,indexFingerTipParent,1.0,-3.3053617e-08,-3.9883226e-09,4.160281e-09,0.99999994,-3.8922554e-10,-1.5018518e-08,-1.1974985e-08,0.99999994,-0.022544652,0.00033928826,1.5348196e-05
1735198037.496583,indexFingerTipAnchor,0.9177015,0.36197826,0.1636935,-0.36491063,0.93095344,-0.012865293,-0.157048,-0.047926955,0.9864273,-0.17659716,-0.025343133,0.012227227
1735198037.530174,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.530174,handAnchor,0.083353415,0.013280988,0.99643135,0.27588007,0.9605219,-0.035880253,-0.95757085,0.27788633,0.076398805,0.28845537,0.7296656,-0.32800943
1735198037.530174,indexFingerTipParent,1.0000001,-2.7572256e-09,5.908018e-09,1.1945813e-08,1.0000001,-4.3632875e-09,8.288843e-09,5.2987943e-09,1.0000001,-0.02260831,0.00033889338,8.076429e-06
1735198037.530174,indexFingerTipAnchor,0.9192956,0.36023134,0.15852231,-0.36338517,0.9315894,-0.009646628,-0.15115252,-0.04873633,0.98730844,-0.17674549,-0.025422035,0.013059588
1735198037.563846,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.563846,handAnchor,0.08330938,0.01551448,0.9964031,0.2762485,0.9603329,-0.03805003,-0.9574688,0.27842474,0.07571887,0.28770682,0.7304426,-0.32739976
1735198037.563846,indexFingerTipParent,1.0,3.847673e-08,4.2891073e-09,1.3622845e-09,1.0000001,1.6613178e-10,1.1083653e-08,1.1997229e-08,1.0,-0.022547424,0.00034185871,5.841255e-06
1735198037.563846,indexFingerTipAnchor,0.9191077,0.36146086,0.15680344,-0.36436346,0.9311937,-0.010846159,-0.1499348,-0.047164656,0.98757017,-0.17693712,-0.025455924,0.012729645
1735198037.597602,contentEntity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1735198037.597602,handAnchor,0.08647565,0.01427888,0.99615175,0.2816308,0.95876265,-0.038191233,-0.9556183,0.2838496,0.07888822,0.28762665,0.7306456,-0.32704496
1735198037.597602,indexFingerTipParent,1.0,9.668277e-09,-9.969953e-09,-1.1013363e-08,1.0,-8.207719e-09,2.7610974e-09,1.022619e-08,1.0,-0.022547066,0.0003404133,5.2154064e-06
