time,type,0x,0y,0z,1x,1y,1z,2x,2y,2z,3x,3y,3z
1735187277.671097,handAnchor,-0.10635458,0.17098306,0.97951674,0.22988345,0.9626433,-0.14307722,-0.9673892,0.20995784,-0.1416877,0.2704359,-0.31129307,-0.13503955
1735187277.671097,indexFingerTipParent,1.0,-6.668772e-09,6.9894748e-09,1.5630066e-09,1.0,1.03905355e-08,1.1304779e-08,1.7694923e-08,1.0000001,-0.0231947,2.6583672e-05,-0.00045344234
1735187277.671097,indexFingerTipAnchor,0.9979028,-0.04196099,0.049288888,0.04168005,0.9991087,0.006714134,-0.049526695,-0.00464564,0.9987622,-0.18748423,0.0011922366,0.01789693
1735187277.70441,handAnchor,-0.104052275,0.1696045,0.9800038,0.23001778,0.9627421,-0.14219487,-0.96760774,0.21062262,-0.13918754,0.2700335,-0.31084114,-0.13457951
1735187277.70441,indexFingerTipParent,0.99999994,1.7669137e-09,8.48565e-09,-5.1376543e-09,0.99999994,-1.0304352e-08,-4.2314605e-09,2.1197497e-09,0.99999994,-0.023223728,2.7820468e-05,-0.00045084953
1735187277.70441,indexFingerTipAnchor,0.9976374,-0.03987427,0.055942893,0.039630443,0.99919945,0.005462146,-0.056115955,-0.003232192,0.99841917,-0.1873022,0.0010467616,0.017254267
1735187277.7377129,handAnchor,-0.10687935,0.1765047,0.9784799,0.23200762,0.9613769,-0.14807738,-0.96682435,0.21118839,-0.14370166,0.2693573,-0.30978194,-0.1341189
1735187277.7377129,indexFingerTipParent,1.0,-3.7588217e-09,1.284962e-08,-5.8400147e-09,0.99999994,-8.898217e-09,-8.761731e-09,1.0945449e-09,1.0,-0.023320764,2.7418137e-05,-0.00045777857
1735187277.7377129,indexFingerTipAnchor,0.99757576,-0.04328184,0.054493353,0.043225963,0.9990632,0.0022037139,-0.054537654,0.0001571609,0.99851185,-0.18776606,0.0015375525,0.017366262
1735187277.7710428,handAnchor,-0.10384563,0.17558667,0.9789716,0.23322256,0.9611485,-0.14765058,-0.9668626,0.21298541,-0.14076182,0.2694292,-0.3097133,-0.13415521
1735187277.7710428,indexFingerTipParent,1.0,-1.2484897e-08,8.125397e-09,-6.097685e-09,1.0,-7.8600975e-09,4.5851563e-09,-1.1319545e-08,1.0,-0.0233064,2.8848648e-05,-0.00045749545
1735187277.7710428,indexFingerTipAnchor,0.99746156,-0.04176394,0.05767019,0.04166026,0.99912727,0.0029989684,-0.057745032,-0.00058879104,0.99833107,-0.1877451,0.0013656976,0.016868263
1735187277.804471,handAnchor,-0.100628726,0.1736689,0.9796494,0.23369749,0.96122473,-0.14639746,-0.9670881,0.21420981,-0.13731277,0.26928154,-0.30938217,-0.13378155
1735187277.804471,indexFingerTipParent,0.9999999,-2.8669613e-09,-1.286074e-08,4.038151e-09,0.99999994,-1.7014528e-09,1.497033e-08,7.4490782e-09,0.99999994,-0.023239166,3.580749e-05,-0.00045467913
1735187277.804471,indexFingerTipAnchor,0.99748045,-0.035095222,0.061650135,0.03493729,0.9993828,0.0036376198,-0.061739817,-0.0014745584,0.99809104,-0.18735716,0.0010668341,0.016500285
1735187277.837796,handAnchor,0.4191979,0.17330915,0.8911998,0.121009015,0.9621872,-0.2440335,-0.89979434,0.21014152,0.382375,0.11178763,0.7309654,-0.38593698
1735187277.837796,indexFingerTipParent,0.99999994,-3.2567282e-09,-1.1183658e-09,3.5505217e-09,0.9999999,-1.5342295e-08,2.2039359e-08,-6.4262906e-10,0.99999994,-0.023159653,2.9474497e-05,-0.00045512617
1735187277.837796,indexFingerTipAnchor,0.9977454,-0.035313334,0.057068314,0.034787398,0.99934274,0.01018438,-0.05739042,-0.008176155,0.99831825,-0.18708709,0.0010907603,0.017123714
1735187277.8710852,handAnchor,0.41808373,0.17566282,0.89126223,0.1211708,0.96157354,-0.246361,-0.90029085,0.21099445,0.38073304,0.11183083,0.7312377,-0.3856899
1735187277.8710852,indexFingerTipParent,1.0,-2.1590099e-09,4.666809e-09,1.1731439e-08,1.0,-1.1538329e-08,1.0498089e-08,3.5182952e-09,1.0,-0.023213506,3.5703182e-05,-0.00045506656
1735187277.8710852,indexFingerTipAnchor,0.997748,-0.035455957,0.05693991,0.03543864,0.99937105,0.0013138968,-0.056950487,0.00070689246,0.9983769,-0.18755692,0.0013484852,0.017028997
1735187277.9044151,handAnchor,0.4192844,0.17438856,0.8909484,0.123453796,0.96130925,-0.24625851,-0.8994219,0.21324337,0.38153312,0.11216032,0.73124945,-0.38565755
1735187277.9044151,indexFingerTipParent,0.99999994,-6.552563e-09,-1.2878596e-09,-6.7176606e-09,0.99999994,-1.8644384e-09,-8.728126e-09,-5.995412e-09,0.99999994,-0.023322225,4.196167e-05,-0.00045703351
1735187277.9044151,indexFingerTipAnchor,0.9978363,-0.028804068,0.05910303,0.02876548,0.99958503,0.001502821,-0.0591218,0.00020054194,0.99825066,-0.1880974,0.000814176,0.016846739
1735187277.937873,handAnchor,0.41972077,0.17298582,0.89101636,0.12136481,0.96215904,-0.24396771,-0.89950264,0.21053632,0.38284382,0.1123057,0.73132056,-0.3856151
1735187277.937873,indexFingerTipParent,1.0,-8.096551e-09,-2.441995e-09,-8.43464e-09,1.0,1.6045785e-08,2.791781e-09,1.2643086e-08,1.0,-0.023337722,3.5881996e-05,-0.00045841932
1735187277.937873,indexFingerTipAnchor,0.9978671,-0.027531164,0.05918879,0.026977263,0.9995848,0.010137018,-0.059443336,-0.008518581,0.99819547,-0.18807134,0.00056438905,0.01683203
1735187277.982295,handAnchor,0.4190016,0.17588237,0.8907879,0.121169195,0.9614536,-0.24682963,-0.8998643,0.21135804,0.38153917,0.112379014,0.7315241,-0.38550895
1735187277.982295,indexFingerTipParent,1.0,9.033001e-10,2.0888553e-09,8.5517184e-09,1.0,3.1336298e-09,1.8177044e-08,-6.1675243e-09,0.99999994,-0.023340642,3.6239624e-05,-0.00045868754
1735187277.982295,indexFingerTipAnchor,0.99776536,-0.032701433,0.05826267,0.032656446,0.999465,0.0017243915,-0.058287896,0.00018214661,0.9982996,-0.1881144,0.0010367219,0.017001998
1735187278.015791,handAnchor,0.419586,0.17567766,0.89055324,0.12119325,0.9614666,-0.24676709,-0.8995887,0.21146905,0.38212696,0.11238946,0.73143464,-0.3857388
1735187278.015791,indexFingerTipParent,0.99999994,-1.2571988e-09,9.6010595e-09,6.0696648e-09,0.99999994,-1.1885621e-08,4.2087223e-10,-1.2633851e-08,0.99999994,-0.023349464,3.3468008e-05,-0.00046025217
1735187278.015791,indexFingerTipAnchor,0.99775195,-0.03365803,0.057949837,0.03351871,0.9994324,0.003374334,-0.0580304,-0.0014243264,0.9983137,-0.18803614,0.0011320442,0.01702929
1735187278.049447,handAnchor,0.42372328,0.17196342,0.88931835,0.12146934,0.9621573,-0.2439231,-0.89761,0.21138078,0.3868002,0.112537935,0.73119104,-0.38602382
1735187278.049447,indexFingerTipParent,1.0000001,1.2400321e-09,-8.281731e-09,-5.2347957e-09,1.0000001,4.61408e-09,-7.4346325e-09,-8.611678e-09,1.0000001,-0.023348778,2.9832125e-05,-0.00046017766
1735187278.049447,indexFingerTipAnchor,0.9974555,-0.031980183,0.06372091,0.031700343,0.9994831,0.005397093,-0.06386051,-0.0033634072,0.99795336,-0.18793084,0.00095849484,0.016384883
1735187278.084012,handAnchor,0.42065203,0.17242351,0.89068645,0.11629187,0.96342593,-0.24142691,-0.8997379,0.20513631,0.38521558,0.11248152,0.7312468,-0.3862124
1735187278.084012,indexFingerTipParent,0.99999994,-1.626077e-09,-1.2072359e-08,5.8245035e-09,0.99999994,-5.135167e-09,-1.0113011e-08,-3.6746446e-09,0.99999994,-0.023317873,2.5570393e-05,-0.0004605949
1735187278.084012,indexFingerTipAnchor,0.99778855,-0.02946382,0.05957485,0.028773969,0.9995089,0.012405501,-0.05991123,-0.010663855,0.9981464,-0.1877808,0.0008232015,0.016956955
1735187278.115761,handAnchor,0.42151144,0.1726736,0.89023155,0.11856736,0.96278155,-0.2428857,-0.89903855,0.20793144,0.38535005,0.112374276,0.73125076,-0.38608384
1735187278.115761,indexFingerTipParent,1.0,1.5897793e-08,4.8709445e-09,1.5105748e-09,1.0,-3.230359e-09,9.186426e-09,1.8735925e-08,1.0,-0.023335338,3.2618642e-05,-0.0004592389
1735187278.115761,indexFingerTipAnchor,0.99761415,-0.030060569,0.062148396,0.030206718,0.9995427,-0.0014121304,-0.062077526,0.0032861126,0.9980658,-0.18790898,0.00085119955,0.016587464
1735187278.1494231,handAnchor,0.4199468,0.17382209,0.89074737,0.11622054,0.96310574,-0.24273495,-0.9000765,0.2054589,0.38425145,0.11215338,0.73118055,-0.38626504
1735187278.1494231,indexFingerTipParent,1.0,3.5236525e-09,-1.4319212e-10,-9.082392e-09,1.0,-6.82493e-09,2.8333176e-09,4.7220308e-09,1.0000001,-0.023307681,1.7657876e-05,-0.00045907497
1735187278.1494231,indexFingerTipAnchor,0.9974371,-0.039068542,0.05993564,0.038620163,0.9992167,0.008623488,-0.060225822,-0.006286628,0.99816495,-0.1877101,0.0012152056,0.01681882
1735187278.182578,handAnchor,0.41664284,0.1781369,0.891446,0.11524582,0.9623507,-0.2461692,-0.9017355,0.20530005,0.38042706,0.11207527,0.73145723,-0.3862641
1735187278.182578,indexFingerTipParent,1.0,1.1905964e-08,-6.9400796e-09,1.00848325e-08,1.0000001,9.75064e-09,1.0337246e-08,3.2171266e-09,1.0,-0.023350447,2.2232533e-05,-0.00045898557
1735187278.182578,indexFingerTipAnchor,0.9975672,-0.040571414,0.0566939,0.040441886,0.99917614,0.003430478,-0.05678626,-0.0011293171,0.99838585,-0.18790871,0.0015462352,0.01727035
1735187278.2156239,handAnchor,0.4236322,0.17384616,0.8889959,0.12394648,0.9610554,-0.24700178,-0.8973146,0.21482581,0.3855864,0.11230015,0.7312101,-0.38639933
1735187278.2156239,indexFingerTipParent,0.99999994,-9.459562e-09,-9.415963e-09,1.9799845e-08,0.99999994,-5.0650324e-09,1.7837511e-08,-1.573942e-08,0.99999994,-0.023339242,3.068149e-05,-0.00045609474
