id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd,error_x,error_y,error_z,affine_matrix
1223,53550,355040,50405,40535,[ 75  20 -55],[ 65 -15 -25],[ 80 -25 -60],[ 20 -55 -40],-8.242295734817162e-13,-2.0872192862952943e-13,-1.7053025658242404e-13,"[[0.9999999999999998, 5.022111666654588e-16, 5.471602232316717e-16, -8.530322756504078e-13], [-5.72770402453117e-16, 1.0000000000000002, 5.86169288146187e-16, -2.2771359629761774e-13], [-5.551115123125783e-16, -5.551115123125783e-16, 1.0, -1.4544215626162298e-13], [0.0, 0.0, 0.0, 1.0]]"
1224,53550,355045,50455,45535,[ 75  25 -50],[ 70 -15 -20],[ 85 -20 -60],[ 25 -50 -50],3.765876499528531e-13,1.4210854715202004e-14,2.4158453015843406e-13,"[[1.0, 5.929387533887202e-16, 6.122019980068489e-15, -5.400374889128981e-14], [-5.92938753388721e-16, 1.0, 2.202929993636642e-16, 2.3492951533304068e-14], [-6.122019980068489e-15, -1.249000902703301e-16, 1.0, 4.991907700621916e-13], [0.0, 0.0, 0.0, 1.0]]"
1225,5400,40010,105,10540,[ 30 -70  15],[ 40 -75  50],[  0 -65  45],[-70  15  25],5.46229728115577e-14,4.973799150320701e-14,3.552713678800501e-14,"[[1.0, 5.641945801059031e-16, 3.7385039069666937e-16, 2.4388992926142155e-14], [-5.641945801059032e-16, 1.0, 2.275882093767022e-16, 4.3151074416988246e-14], [-3.738503906966693e-16, -1.6653345369377348e-16, 1.0, 4.294373959589751e-14], [0.0, 0.0, 0.0, 1.0]]"
1226,5400,40015,155,15540,[ 30 -65  20],[ 45 -75  55],[  5 -60  45],[-65  20  15],5.240252676230739e-14,1.7763568394002505e-14,4.973799150320701e-14,"[[1.0, -3.150742080514001e-17, 8.306057381684833e-16, 1.7476089888459702e-14], [3.150742080513909e-17, 0.9999999999999998, 7.662403189359732e-16, -8.010291725675965e-15], [-8.306057381684834e-16, -1.1379786002407855e-15, 0.9999999999999999, 8.756964646824085e-14], [0.0, 0.0, 0.0, 1.0]]"
1227,5400,40020,205,20540,[ 30 -60  25],[ 50 -75  60],[ 10 -55  45],[-60  25   5],7.105427357601002e-14,2.1316282072803006e-14,4.973799150320701e-14,"[[1.0, 1.57143576936816e-16, 2.294135226799366e-16, 5.714390196343647e-14], [-1.5714357693681595e-16, 1.0, -1.8116916143155954e-16, 2.7443085333770657e-14], [-2.2941352267993663e-16, 1.1102230246251565e-16, 1.0, 4.6367653704779233e-14], [0.0, 0.0, 0.0, 1.0]]"
1228,5400,40025,255,25540,[ 30 -55  30],[ 55 -75  65],[ 15 -50  45],[-55  30  -5],2.930988785010413e-14,1.1368683772161603e-13,4.973799150320701e-14,"[[1.0, 5.717752143205177e-16, 6.6386238399810905e-16, -1.351273775930647e-14], [-5.71775214320518e-16, 1.0000000000000002, 6.749592419063087e-16, 7.881041463760034e-14], [-6.638623839981087e-16, -6.661338147750939e-16, 1.0, 6.548708806195187e-14], [0.0, 0.0, 0.0, 1.0]]"
1229,5400,40030,305,30540,[ 30 -50  35],[ 60 -75  70],[ 20 -45  45],[-50  35 -15],2.708944180085382e-14,-2.842170943040401e-14,7.815970093361102e-14,"[[1.0, 1.294027201004531e-16, 5.001820510676032e-16, 2.382924551225248e-15], [-1.294027201004526e-16, 0.9999999999999997, -8.714966705540254e-16, 1.7949099643958608e-14], [-5.001820510676033e-16, 9.992007221626409e-16, 1.0, 5.4648059977367715e-14], [0.0, 0.0, 0.0, 1.0]]"
1230,5400,40035,355,35540,[ 30 -45  40],[ 65 -75  75],[ 25 -40  45],[-45  40 -25],-8.837375276016246e-14,2.2737367544323206e-13,-4.121147867408581e-13,"[[1.0, 1.8072125340573617e-16, -1.1444377250966032e-15, -4.3490685581431315e-14], [-1.8072125340573045e-16, 0.9999999999999997, 4.5381682850382776e-15, 3.874548438996044e-14], [1.1444377250966044e-15, -5.051514762044462e-15, 0.9999999999999998, -2.860526562708379e-13], [0.0, 0.0, 0.0, 1.0]]"
1231,5400,40045,455,45540,[ 30 -35  50],[ 75 -75  85],[ 35 -30  45],[-35  50 -45],2.540190280342358e-13,1.9539925233402755e-13,-4.121147867408581e-13,"[[0.9999999999999997, 1.1573124803094902e-14, -1.301191882657663e-14, 5.213986354304786e-13], [-1.173469716261154e-14, 0.9999999999999999, 8.225095756535633e-15, -1.1109269252610894e-13], [1.3128387266192476e-14, -8.132383655379272e-15, 1.0, -2.5362978705313534e-13], [0.0, 0.0, 0.0, 1.0]]"
1232,5400,40050,505,50540,[ 30 -30  55],[ 80 -75  90],[ 40 -25  45],[-30  55 -55],7.194245199571014e-14,-1.9539925233402755e-13,2.4868995751603507e-13,"[[1.0, 2.2284506917618475e-15, -2.9962386959193127e-15, 1.4410296617527865e-13], [-2.2430128631290397e-15, 1.0, -6.230843386170738e-15, 8.085949680524175e-14], [2.942091015256665e-15, 6.050715484207103e-15, 1.0000000000000002, 7.351316154927563e-14], [0.0, 0.0, 0.0, 1.0]]"
1233,54010,40100,1005,540,[ 40 -70 -15],[ 30 -65  20],[  0 -75  25],[-70 -15  45],1.758593271006248e-13,-8.526512829121202e-14,-1.2079226507921703e-13,"[[1.0, -1.9688739764608805e-15, -7.494352272145446e-15, 5.861316704655558e-13], [1.9830607825503244e-15, 1.0, 4.9790535247853065e-15, -3.5185028654914576e-13], [7.494005416219807e-15, -4.954370247389761e-15, 1.0, -9.01879461736488e-14], [0.0, 0.0, 0.0, 1.0]]"
1234,54010,401015,10155,15540,[ 40 -55   0],[ 45 -65  35],[ 15 -60  25],[-55   0  15],3.055333763768431e-13,4.618527782440651e-14,2.842170943040401e-14,"[[1.0, 2.822349424984679e-17, 6.382699728145048e-17, 3.0136786082204215e-13], [-2.822349424984681e-17, 1.0000000000000002, 5.525538658563527e-16, 1.589239632842024e-14], [-6.382699728145045e-17, -3.3306690738754696e-16, 1.0, 3.6058937976384195e-14], [0.0, 0.0, 0.0, 1.0]]"
1235,54010,401020,10205,20540,[ 40 -50   5],[ 50 -65  40],[ 20 -55  25],[-50   5   5],1.8829382497642655e-13,6.039613253960852e-14,1.4921397450962104e-13,"[[1.0, -4.1288114619338657e-16, 1.4297673814360911e-15, 1.2600216680310758e-13], [4.1288114619338356e-16, 1.0, 2.069410633465977e-15, -4.589662535022764e-14], [-1.429767381436092e-15, -1.9984014443252818e-15, 1.0, 2.071989250654738e-13], [0.0, 0.0, 0.0, 1.0]]"
1236,54010,401025,10255,25540,[ 40 -45  10],[ 55 -65  45],[ 25 -50  25],[-45  10  -5],3.0730973321624333e-13,1.6342482922482304e-13,2.2737367544323206e-13,"[[0.9999999999999998, -3.4157553865315712e-15, -3.0184243532216534e-15, 5.316037886145738e-13], [3.4266188159291104e-15, 0.9999999999999998, 4.11022797879753e-15, -7.242566218802017e-14], [2.9976021664879227e-15, -4.3576253716537394e-15, 0.9999999999999998, 3.0217504843212615e-13], [0.0, 0.0, 0.0, 1.0]]"
1237,54010,401030,10305,30540,[ 40 -40  15],[ 60 -65  50],[ 30 -45  25],[-40  15 -15],-3.6770586575585185e-13,1.3500311979441904e-13,1.9895196601282805e-13,"[[0.9999999999999998, 6.090082502655596e-15, 7.350783106429683e-15, -8.601276892789201e-13], [-6.060979786950783e-15, 1.0, -2.512107615807951e-15, 3.2154237893599e-13], [-7.382983113757291e-15, 2.4980018054066022e-15, 0.9999999999999999, 2.2976055180530244e-13], [0.0, 0.0, 0.0, 1.0]]"
1238,54010,401035,10355,35540,[ 40 -35  20],[ 65 -65  55],[ 35 -40  25],[-35  20 -25],7.513989430663059e-13,-6.323830348264892e-13,6.039613253960852e-13,"[[1.0000000000000002, -9.293030701212103e-15, -1.2174601065763798e-14, 1.5515687031611877e-12], [9.418643276319176e-15, 0.9999999999999998, -4.3714079076617604e-15, -5.134888002644034e-13], [1.2212453270876722e-14, 4.440892098500626e-15, 1.0, 3.748587658274981e-13], [0.0, 0.0, 0.0, 1.0]]"
1239,54010,401045,10455,45540,[ 40 -25  30],[ 75 -65  65],[ 45 -30  25],[-25  30 -45],-1.3589129821411916e-12,-1.0089706847793423e-12,-2.0818902157770935e-12,"[[0.9999999999999999, 8.794390421370844e-15, 9.815614430270785e-15, -2.0302676350527436e-12], [-8.81474134599065e-15, 1.0000000000000002, -1.1960746862432812e-14, -3.2932465947751266e-13], [-9.880984919163893e-15, 1.201816424156732e-14, 0.9999999999999999, -2.227608871946849e-12], [0.0, 0.0, 0.0, 1.0]]"
1240,54010,401050,10505,50540,[ 40 -20  35],[ 80 -65  70],[ 50 -25  25],[-20  35 -55],4.636291350834654e-13,-2.4513724383723456e-13,-3.197442310920451e-13,"[[0.9999999999999999, -4.739005385934432e-15, -8.675120211205422e-15, 9.95504756553462e-13], [4.680932613310971e-15, 1.0000000000000002, -1.02844385855076e-14, 2.0647342229439338e-13], [8.715250743307479e-15, 1.0366707492437399e-14, 1.0, -6.409372171862477e-13], [0.0, 0.0, 0.0, 1.0]]"
1241,54015,40150,1505,540,[ 31 -29  25],[ 30 -74  60],[ -9 -25  15],[-79  53 -55],-2.0250467969162855e-13,-1.2008172234345693e-12,7.247535904753022e-13,"[[1.0000000000000002, 1.1554934566393748e-14, -1.0112987955522059e-14, 8.883729706895956e-14], [-1.1491706141193831e-14, 1.0000000000000004, -1.7622864336681395e-14, -1.2784560332281829e-13], [1.0103029524088925e-14, 1.7319479184152442e-14, 0.9999999999999999, 2.4310511260101046e-13], [0.0, 0.0, 0.0, 1.0]]"
1242,54015,401510,15105,10540,[ 45 -55 -15],[ 40 -60  20],[ 15 -65  15],[-55 -15  25],-3.375077994860476e-13,-9.947598300641403e-14,-1.9184653865522705e-13,"[[1.0, -7.59946640664309e-16, -2.9715549490624643e-15, -1.683038206174726e-13], [7.599466406643063e-16, 0.9999999999999999, -9.218542858786506e-16, -5.998014799442754e-14], [2.971554949062465e-15, 9.43689570931383e-16, 1.0, -2.567881345139757e-13], [0.0, 0.0, 0.0, 1.0]]"
1243,54015,401520,15205,20540,[ 45 -45  -5],[ 50 -60  30],[ 25 -55  15],[-45  -5   5],1.900701818158268e-13,3.552713678800501e-15,-1.4210854715202004e-14,"[[1.0, -1.322584054956651e-15, 6.241805970332384e-16, 1.842509729811079e-13], [1.3225840549566489e-15, 1.0, 3.4136280703584842e-15, -1.9318011421817965e-13], [-6.241805970332429e-16, -3.247402347028583e-15, 1.0, 5.512269851839877e-14], [0.0, 0.0, 0.0, 1.0]]"
1244,54015,401525,15255,25540,[ 45 -40   0],[ 55 -60  35],[ 30 -50  15],[-40   0  -5],2.7355895326763857e-13,8.171241461241152e-14,1.6342482922482304e-13,"[[1.0000000000000002, -2.2681096428294446e-15, -2.9121345019020145e-15, 4.682900280956923e-13], [2.2669328475748284e-15, 1.0, 2.1548079743144507e-15, -6.502080610888053e-14], [2.9976021664879227e-15, -1.8318679906315083e-15, 1.0000000000000002, 1.467325851126546e-13], [0.0, 0.0, 0.0, 1.0]]"
1245,54015,401530,15305,30540,[ 45 -35   5],[ 60 -60  40],[ 35 -45  15],[-35   5 -15],-3.730349362740526e-13,-1.2434497875801753e-13,-1.1084466677857563e-12,"[[1.0, 3.1078343454671477e-16, 4.614033211573144e-16, -4.040878244124059e-13], [-2.7487912484613786e-16, 1.0000000000000002, -1.320693105388484e-15, -5.417443674030821e-14], [-3.885780586188048e-16, 1.609823385706477e-15, 1.0000000000000002, -1.1505339024760347e-12], [0.0, 0.0, 0.0, 1.0]]"
1246,54015,401535,15355,35540,[ 45 -30  10],[ 65 -60  45],[ 40 -40  15],[-30  10 -25],-3.304023721284466e-13,-7.780442956573097e-13,-8.526512829121202e-13,"[[1.0, -4.443647768149101e-15, -5.490593555039667e-15, 4.48558551938294e-14], [4.4436477681490956e-15, 1.0, -1.0294343259295768e-15, -7.883796165672126e-13], [5.490593555039672e-15, 9.992007221626409e-16, 1.0, -9.4968083814683e-13], [0.0, 0.0, 0.0, 1.0]]"
1247,54015,401545,15455,45540,[ 45 -20  20],[ 75 -60  55],[ 50 -30  15],[-20  20 -45],5.115907697472721e-13,-6.536993168992922e-13,-1.4495071809506044e-12,"[[0.9999999999999999, -8.700982739779318e-15, -1.1285993238352209e-14, 1.2766881459961373e-12], [8.867087387321038e-15, 1.0, -7.139502110958838e-15, -4.0690479994676076e-13], [1.1296519275560968e-14, 7.244205235679146e-15, 1.0000000000000002, -1.7699938916227326e-12], [0.0, 0.0, 0.0, 1.0]]"
1248,54015,401550,15505,50540,[ 45 -15  25],[ 80 -60  60],[ 55 -25  15],[-15  25 -55],-6.501466032204917e-13,8.455458555545192e-13,2.2026824808563106e-13,"[[1.0000000000000002, 8.112662528795222e-15, 9.537334273099898e-15, -1.3146646249512608e-12], [-8.22445271119869e-15, 0.9999999999999997, 8.942308621486843e-16, 9.219734583839436e-13], [-9.575673587391975e-15, -1.7208456881689926e-15, 1.0, 3.902581095373915e-13], [0.0, 0.0, 0.0, 1.0]]"
1249,54020,40200,2005,540,[ 50 -60 -35],[ 30 -55   0],[ 10 -75   5],[-60 -35  45],2.1671553440683056e-13,1.7763568394002505e-14,5.684341886080802e-14,"[[1.0, 3.1677734464562325e-16, 4.409422694838623e-15, -3.301084993926519e-14], [-3.1677734464562073e-16, 1.0000000000000004, 2.720189309848345e-16, 1.4789036512083106e-15], [-4.409422694838621e-15, 5.273559366969494e-16, 1.0000000000000002, 1.0912245251907607e-13], [0.0, 0.0, 0.0, 1.0]]"
1250,54020,402010,20105,10540,[ 50 -50 -25],[ 40 -55  10],[ 20 -65   5],[-50 -25  25],-2.7355895326763857e-13,-1.1013412404281553e-13,-1.9184653865522705e-13,"[[0.9999999999999998, 2.0243868898003156e-15, 4.61856717733148e-16, -3.326244005339175e-13], [-1.8745430667054803e-15, 1.0, -2.569701251811499e-15, 6.551563684813216e-14], [-2.7755575615628914e-16, 2.3869795029440866e-15, 0.9999999999999999, -2.2370586513861782e-13], [0.0, 0.0, 0.0, 1.0]]"
1251,54020,402015,20155,15540,[ 50 -45 -20],[ 45 -55  15],[ 25 -60   5],[-45 -20  15],5.3290705182007514e-14,-7.815970093361102e-14,-9.237055564881302e-14,"[[1.0, 1.0719846547672118e-16, -1.7590527293149293e-15, 1.4564357719413716e-13], [-1.0719846547672435e-16, 1.0000000000000002, -1.799171634801969e-15, 2.2875673531117482e-14], [1.759052729314929e-15, 1.8041124150158794e-15, 1.0, -1.518274075894224e-13], [0.0, 0.0, 0.0, 1.0]]"
1252,54020,402025,20255,25540,[ 50 -35 -10],[ 55 -55  25],[ 35 -50   5],[-35 -10  -5],2.0605739337042905e-13,-1.6342482922482304e-13,-1.6342482922482304e-13,"[[1.0, -8.717686549020636e-16, -1.5977262928353889e-15, 3.116261090983972e-13], [8.717686549020627e-16, 1.0, -7.224766901877945e-16, -1.3854665340124597e-13], [1.5977262928353894e-15, 6.106226635438361e-16, 1.0, -2.0069342321454472e-13], [0.0, 0.0, 0.0, 1.0]]"
1253,54020,402030,20305,30540,[ 50 -30  -5],[ 60 -55  30],[ 40 -45   5],[-30  -5 -15],-7.815970093361102e-14,-1.3855583347321954e-13,-5.115907697472721e-13,"[[1.0, 1.3600147122304216e-16, -3.1804843947178303e-15, 9.370032394892837e-14], [-1.3600147122305041e-16, 1.0000000000000002, -2.5769198371742735e-15, 4.555880786717483e-15], [3.18048439471783e-15, 2.6645352591003757e-15, 1.0, -6.159679896109141e-13], [0.0, 0.0, 0.0, 1.0]]"
1254,54020,402035,20355,35540,[ 50 -25   0],[ 65 -55  35],[ 45 -40   5],[-25   0 -25],-4.654054919228656e-13,-1.6342482922482304e-13,-2.5579538487363607e-13,"[[0.9999999999999999, 2.8487233567492045e-15, 5.193809306179671e-15, -8.017202034431933e-13], [-2.8882019955531228e-15, 0.9999999999999998, 1.2771405588070778e-15, -1.7841809334797257e-13], [-5.2735593669694936e-15, -1.5543122344752192e-15, 1.0, -1.3237424676113915e-13], [0.0, 0.0, 0.0, 1.0]]"
1255,54020,402045,20455,45540,[ 50 -15  10],[ 75 -55  45],[ 55 -30   5],[-15  10 -45],-2.877698079828406e-13,-3.552713678800501e-13,-9.947598300641403e-13,"[[1.0, -5.559441594534941e-16, -5.516874022291295e-15, 2.7331889903351762e-14], [5.55944159453468e-16, 0.9999999999999997, -4.27497804947043e-15, -1.2225748729131112e-13], [5.516874022291299e-15, 4.773959005888173e-15, 0.9999999999999997, -1.1637429095333173e-12], [0.0, 0.0, 0.0, 1.0]]"
1256,54020,402050,20505,50540,[ 50 -10  15],[ 80 -55  50],[ 60 -25   5],[-10  15 -55],2.948752353404416e-13,-1.0658141036401503e-14,2.842170943040401e-14,"[[1.0, -2.277158544596641e-15, -3.236843979347257e-15, 5.156806519601522e-13], [2.1715001478963504e-15, 1.0000000000000002, -3.636162545476343e-15, 1.4897152890769882e-13], [3.219646771412954e-15, 3.802513859341161e-15, 1.0000000000000002, -1.1065018661370605e-13], [0.0, 0.0, 0.0, 1.0]]"
1257,54025,40250,2505,540,[ 32 -28   5],[ 30 -73  40],[ -8 -25  -5],[-78  51 -55],9.592326932761353e-14,8.171241461241152e-14,7.105427357601002e-15,"[[1.0, 2.73150274539965e-16, 4.643017232472231e-16, 6.230538003104328e-14], [-2.7315027453996577e-16, 1.0000000000000004, 1.307461136953329e-15, 1.9096076009518087e-15], [-4.643017232472227e-16, -1.8041124150158794e-15, 1.0000000000000002, 3.331716923432756e-14], [0.0, 0.0, 0.0, 1.0]]"
1258,54025,402510,25105,10540,[ 55 -45 -35],[ 40 -50   0],[ 25 -65  -5],[-45 -35  25],-3.446132268436486e-13,1.4210854715202004e-14,2.842170943040401e-14,"[[1.0, -8.779899866425723e-16, 1.0570960798391462e-15, -3.9201353872285344e-13], [8.779899866425717e-16, 1.0, 5.428911684750216e-16, -3.393662798295099e-14], [-1.0570960798391468e-15, -5.551115123125783e-16, 1.0, 6.147391978073209e-14], [0.0, 0.0, 0.0, 1.0]]"
1259,54025,402515,25155,15540,[ 55 -40 -30],[ 45 -50   5],[ 30 -60  -5],[-40 -30  15],-1.8829382497642655e-13,-4.263256414560601e-14,-3.197442310920451e-13,"[[1.0, -1.2809728126622193e-15, -5.104620182167947e-15, 1.2988345219590232e-13], [1.2809728126622206e-15, 1.0, 1.8406266062113176e-16, -8.198472555116458e-14], [5.1046201821679464e-15, -2.5673907444456745e-16, 0.9999999999999999, -4.1535633717227776e-13], [0.0, 0.0, 0.0, 1.0]]"
1260,54025,402520,25205,20540,[ 55 -35 -25],[ 50 -50  10],[ 35 -55  -5],[-35 -25   5],-8.171241461241152e-14,4.973799150320701e-14,1.7763568394002505e-13,"[[1.0, -7.923210784429552e-16, 2.4481128979654103e-15, -2.0985733231220396e-13], [7.9232107844295e-16, 1.0, 2.1217852434428566e-15, -9.314852721689972e-14], [-2.448112897965412e-15, -2.121566811119635e-15, 1.0, 2.656455710828715e-13], [0.0, 0.0, 0.0, 1.0]]"
1261,54025,402530,25305,30540,[ 55 -25 -15],[ 60 -50  20],[ 45 -45  -5],[-25 -15 -15],-2.0605739337042905e-13,-7.460698725481052e-14,-6.394884621840902e-13,"[[1.0000000000000002, 5.3808129772945905e-16, -6.660173440259447e-16, -1.8050745505129236e-13], [-5.514390221050546e-16, 1.0000000000000002, -1.5123903837111325e-15, 2.0191842144476543e-14], [7.216449660063518e-16, 1.7156415177410622e-15, 1.0000000000000002, -6.959332455792755e-13], [0.0, 0.0, 0.0, 1.0]]"
1262,54025,402535,25355,35540,[ 55 -20 -10],[ 65 -50  25],[ 50 -40  -5],[-20 -10 -25],4.050093593832571e-13,3.801403636316536e-13,6.323830348264892e-13,"[[0.9999999999999996, -1.6225352026685827e-15, -1.6924901501762426e-15, 5.426109253310506e-13], [1.596701446278112e-15, 0.9999999999999994, 1.2914224230688324e-15, 2.8195246626604724e-13], [1.7763568394002505e-15, -2.1094237467877974e-15, 0.9999999999999998, 6.444872262635331e-13], [0.0, 0.0, 0.0, 1.0]]"
1263,54025,402545,25455,45540,[ 55 -10   0],[ 75 -50  35],[ 60 -30  -5],[-10   0 -45],2.5934809855243657e-13,-2.4513724383723456e-13,-5.897504706808832e-13,"[[1.0, -9.171064262807868e-16, -3.05561260088171e-15, 4.5050572717205353e-13], [9.171064262807862e-16, 0.9999999999999994, -3.460404794648432e-16, -2.3321999385688385e-13], [3.0556126008817105e-15, 3.3306690738754696e-16, 0.9999999999999998, -6.423544146546008e-13], [0.0, 0.0, 0.0, 1.0]]"
1264,54025,402550,25505,50540,[55 -5  5],[ 80 -50  40],[ 65 -25  -5],[ -5   5 -55],-2.0250467969162855e-13,-4.973799150320701e-14,-3.694822225952521e-13,"[[1.0, 2.5717144717881546e-16, -1.8743464057763342e-15, -9.620172797304495e-14], [-2.5717144717881906e-16, 0.9999999999999999, -2.169891812404729e-15, 8.353430003881726e-14], [1.874346405776334e-15, 1.887379141862766e-15, 0.9999999999999998, -4.2765100365889594e-13], [0.0, 0.0, 0.0, 1.0]]"
1265,54030,40300,3005,540,[ 60 -50 -55],[ 30 -45 -20],[ 20 -75 -15],[-50 -55  45],-7.815970093361102e-14,-2.6645352591003757e-14,7.105427357601002e-15,"[[1.0, -1.8343565782278136e-15, -5.507703152475544e-16, -1.661116118624901e-14], [1.8343565782278136e-15, 0.9999999999999999, -4.808865164909095e-16, -4.074921175058222e-14], [5.507703152475553e-16, 4.440892098500626e-16, 0.9999999999999999, -1.0099999055526688e-14], [0.0, 0.0, 0.0, 1.0]]"
1266,54030,403010,30105,10540,[ 60 -40 -45],[ 40 -45 -10],[ 30 -65 -15],[-40 -45  25],8.348877145181177e-13,2.4158453015843406e-13,5.613287612504791e-13,"[[1.0, -1.599899189252859e-16, 3.934456917304504e-15, 5.963278247843654e-13], [9.164433155768347e-17, 0.9999999999999998, 3.58429201859929e-16, 2.20390830044897e-13], [-3.9968028886505635e-15, -5.828670879282072e-16, 0.9999999999999998, 6.810497896029479e-13], [0.0, 0.0, 0.0, 1.0]]"
1267,54030,403015,30155,15540,[ 60 -35 -40],[ 45 -45  -5],[ 35 -60 -15],[-35 -40  15],-4.618527782440651e-14,-6.572520305780927e-14,7.105427357601002e-15,"[[1.0, -2.2250100852430597e-15, 2.1299069096881444e-15, -1.4485652941798386e-13], [2.2250100852430585e-15, 1.0, 3.642097336152362e-16, -1.446154025358922e-13], [-2.1299069096881452e-15, -4.440892098500626e-16, 1.0, 6.144690948470999e-14], [0.0, 0.0, 0.0, 1.0]]"
1268,54030,403020,30205,20540,[ 60 -30 -35],[ 50 -45   0],[ 40 -55 -15],[-30 -35   5],3.232969447708456e-13,-4.618527782440651e-14,-4.973799150320701e-14,"[[1.0, -7.002522124578816e-16, -6.904341731234369e-16, 3.7802310184206207e-13], [7.00252212457881e-16, 1.0000000000000004, 1.0808742838998806e-16, -7.772791794884875e-14], [6.904341731234367e-16, 3.3306690738754696e-16, 1.0, -6.58357066640524e-14], [0.0, 0.0, 0.0, 1.0]]"
1269,54030,403025,30255,25540,[ 60 -25 -30],[ 55 -45   5],[ 45 -50 -15],[-25 -30  -5],3.552713678800501e-15,1.474376176702208e-13,-4.973799150320701e-14,"[[1.0, 1.4112044019898958e-15, 4.041262374254237e-17, -1.991465319231993e-14], [-1.4112044019898958e-15, 1.0, 9.463557360712146e-16, 1.2520290350538802e-13], [-4.0412623742540915e-17, -9.992007221626409e-16, 1.0, -3.574366596563292e-14], [0.0, 0.0, 0.0, 1.0]]"
1270,54030,403035,30355,35540,[ 60 -15 -20],[ 65 -45  15],[ 55 -40 -15],[-15 -20 -25],3.907985046680551e-14,-1.2967404927621828e-13,3.552713678800501e-13,"[[1.0, -6.989221241310111e-16, 2.4718359673367203e-15, -1.0409652109639847e-13], [6.98922124131013e-16, 1.0, -6.880583917418785e-16, -1.0437585788209999e-13], [-2.4718359673367195e-15, 7.771561172376096e-16, 1.0, 4.112113698386699e-13], [0.0, 0.0, 0.0, 1.0]]"
1271,54030,403045,30455,45540,[ 60  -5 -10],[ 75 -45  25],[ 65 -30 -15],[ -5 -10 -45],-4.192202140984591e-13,-2.0961010704922955e-13,-5.968558980384842e-13,"[[0.9999999999999998, 2.360826487324417e-15, 1.835909390275615e-15, -5.606774483254687e-13], [-2.384998389226863e-15, 1.0, -3.02023863154279e-15, 3.608292307014908e-14], [-1.9984014443252818e-15, 3.1086244689504383e-15, 0.9999999999999999, -5.851924640812188e-13], [0.0, 0.0, 0.0, 1.0]]"
1272,54030,403050,30505,50540,[60  0 -5],[ 80 -45  30],[ 70 -25 -15],[  0  -5 -55],-3.907985046680551e-14,1.0658141036401503e-14,3.197442310920451e-13,"[[1.0, 2.4127429211045653e-16, 1.5471447654971516e-15, -1.380744473768929e-13], [-2.412742921104553e-16, 1.0, -6.879572851094999e-16, 5.950747120140372e-14], [-1.547144765497152e-15, 7.494005416219807e-16, 1.0, 3.446793223412372e-13], [0.0, 0.0, 0.0, 1.0]]"
1273,54035,40350,3505,540,[ 33 -27 -15],[ 30 -72  20],[ -7 -25 -25],[-77  49 -55],6.039613253960852e-14,2.842170943040401e-14,1.4210854715202004e-14,"[[1.0, 2.4443099933924254e-16, 2.9875589397355953e-16, 4.063164958163469e-14], [-2.444309993392427e-16, 1.0, 4.3908759801790976e-16, 7.856450529480135e-15], [-2.9875589397355943e-16, -3.885780586188048e-16, 1.0, 3.298697003342708e-14], [0.0, 0.0, 0.0, 1.0]]"
1274,54035,403510,35105,10540,[ 65 -35 -55],[ 40 -40 -20],[ 35 -65 -25],[-35 -55  25],1.3145040611561853e-13,3.7836400679225335e-13,4.831690603168681e-13,"[[1.0000000000000002, 7.320673101929414e-15, 7.495090310260865e-15, -4.53597594871209e-13], [-7.272292147118625e-15, 0.9999999999999999, -1.0332179690253626e-15, 6.53678426028828e-13], [-7.438494264988549e-15, 9.43689570931383e-16, 1.0, 6.878804354615746e-13], [0.0, 0.0, 0.0, 1.0]]"
1275,54035,403515,35155,15540,[ 65 -30 -50],[ 45 -40 -15],[ 40 -60 -25],[-30 -50  15],4.725109192804666e-13,1.5987211554602254e-14,1.4210854715202004e-13,"[[0.9999999999999998, -2.4945655869011747e-15, 1.884737702946332e-16, 4.999083071791569e-13], [2.556520158621583e-15, 0.9999999999999999, 7.949121497448632e-16, -1.0706060257980209e-13], [-1.1102230246251565e-16, -1.1102230246251565e-15, 0.9999999999999996, 1.8726524499650946e-13], [0.0, 0.0, 0.0, 1.0]]"
1276,54035,403520,35205,20540,[ 65 -25 -45],[ 50 -40 -10],[ 45 -55 -25],[-25 -45   5],1.0658141036401503e-13,-5.329070518200751e-15,-1.4210854715202004e-14,"[[1.0, -8.746611572470998e-16, 8.403830506538241e-16, 6.389149220226921e-14], [8.746611572470992e-16, 0.9999999999999998, 1.1349455720441757e-15, -9.98486638672847e-14], [-8.403830506538253e-16, -8.881784197001252e-16, 0.9999999999999998, 3.638378821003072e-14], [0.0, 0.0, 0.0, 1.0]]"
1277,54035,403525,35255,25540,[ 65 -20 -40],[ 55 -40  -5],[ 50 -50 -25],[-20 -40  -5],3.055333763768431e-13,-6.572520305780927e-14,1.4210854715202004e-13,"[[1.0, -2.235455300267109e-15, 2.9840953702651395e-15, 1.4117772214840617e-13], [2.235455300267105e-15, 1.0000000000000002, 9.8507783125296e-16, -1.9707142622364436e-13], [-2.9840953702651414e-15, -1.1657341758564144e-15, 1.0, 2.4515472890823566e-13], [0.0, 0.0, 0.0, 1.0]]"
