id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd,error_x,error_y,error_z,affine_matrix
6904,452540,254050,405045,504525,[-25  40  15],[-15  35  -5],[  0  45 -10],[ 40  15 -30],3.083755473198835e-12,9.734435479913373e-13,2.0534685063466895e-12,"[[0.9999999999999998, -3.987264440698412e-15, 5.350482536832842e-15, 2.9859449688709044e-12], [3.960942058891575e-15, 0.9999999999999998, 5.76088878006272e-15, 4.784990255121754e-13], [-5.2735593669694936e-15, -5.9396931817445875e-15, 1.0, 2.568682711746937e-12], [0.0, 0.0, 0.0, 1.0]]"
6905,452550,25500,50045,4525,[-15   0 -55],[-65  45 -75],[-40  -5 -30],[  0 -55  70],7.105427357601002e-14,2.1316282072803006e-14,9.237055564881302e-14,"[[0.9999999999999998, 7.908715779731909e-16, -2.722647896776785e-15, 2.0433115001123773e-13], [-7.774039719799458e-16, 0.9999999999999999, 2.0720582291491973e-15, -2.9466061101654455e-14], [2.831068712794149e-15, -1.9220736113823023e-15, 1.0, -4.299658172361322e-14], [0.0, 0.0, 0.0, 1.0]]"
6906,452550,25505,50545,54525,[-15   5 -50],[-60  45 -70],[-35   0 -30],[  5 -50  60],2.4158453015843406e-13,5.222489107836736e-13,5.186961971048731e-13,"[[1.0, 2.785190736305042e-15, 2.9748892729669996e-15, 1.5116472743521737e-17], [-2.785190736305043e-15, 0.9999999999999999, 2.4331902685813953e-16, 7.016704188485038e-13], [-2.9748892729669988e-15, -2.7755575615628914e-16, 1.0, 7.306639626124271e-13], [0.0, 0.0, 0.0, 1.0]]"
6907,452550,255010,501045,104525,[-15  10 -45],[-55  45 -65],[-30   5 -30],[ 10 -45  50],-3.410605131648481e-13,-2.6290081223123707e-13,-2.3163693185779266e-12,"[[1.0, -4.837222863287298e-15, -5.5757302067983594e-15, 7.977109476643248e-14], [4.839880070629931e-15, 0.9999999999999993, -1.0132885834673022e-14, -6.052706710318272e-14], [5.523359547510154e-15, 1.0935696792557792e-14, 0.9999999999999998, -3.00161942631596e-12], [0.0, 0.0, 0.0, 1.0]]"
6908,452550,255015,501545,154525,[-15  15 -40],[-50  45 -60],[-25  10 -30],[ 15 -40  40],-9.947598300641403e-13,-5.044853423896711e-13,-2.7853275241795927e-12,"[[1.0, 5.0258017958776545e-15, 3.474837051946348e-15, -1.317912150104778e-12], [-4.986155841310826e-15, 1.0, -1.3004227208006516e-14, 5.036933393527022e-13], [-3.3306690738754696e-15, 1.301736496372996e-14, 0.9999999999999998, -2.918505336223466e-12], [0.0, 0.0, 0.0, 1.0]]"
6909,452550,255020,502045,204525,[-15  20 -35],[-45  45 -55],[-20  15 -30],[ 20 -35  30],5.030642569181509e-12,8.263612016889965e-12,9.471534667682135e-12,"[[1.0, -8.486491053000902e-15, -2.98845449573212e-14, 6.812704297481498e-12], [8.496456802862125e-15, 1.0000000000000007, -2.1143512140524044e-14, 8.747488082511018e-12], [2.9753977059954195e-14, 2.1149748619109232e-14, 1.0000000000000004, 6.788917828486894e-12], [0.0, 0.0, 0.0, 1.0]]"
6910,452550,255030,503045,304525,[-15  30 -25],[-35  45 -45],[-10  25 -30],[ 30 -25  10],4.718003765447065e-12,-2.6361135496699717e-12,6.195932655828074e-12,"[[1.0, -4.860196801969032e-14, -2.69101124152744e-14, 7.49156330709214e-12], [4.8659215603498346e-14, 0.9999999999999997, 7.486917603250601e-14, -9.821128595347156e-12], [2.731148640577885e-14, -7.482903185973555e-14, 1.0, 6.459062719526538e-12], [0.0, 0.0, 0.0, 1.0]]"
6911,452550,255035,503545,354525,[-15  35 -20],[-30  45 -40],[ -5  30 -30],[ 35 -20   0],-2.6858515411731787e-12,-7.638334409421077e-13,-1.3216094885137863e-12,"[[0.9999999999999997, 1.0816037150416238e-14, 1.815562119734915e-14, -3.908177025273366e-12], [-1.093237749209398e-14, 0.9999999999999998, 2.8973583429017676e-16, -1.6267280623360355e-14], [-1.8263168755083825e-14, -6.661338147750939e-16, 0.9999999999999998, -3.1829715148907236e-14], [0.0, 0.0, 0.0, 1.0]]"
6912,452550,255040,504045,404525,[-15  40 -15],[-25  45 -35],[  0  35 -30],[ 40 -15 -10],2.4016344468691386e-12,1.8118839761882555e-12,3.922195901395753e-12,"[[1.0, -1.157755585648034e-14, -6.127518594961961e-15, 3.0442937652142864e-12], [1.1617638669528527e-14, 1.0, 1.037788004884686e-14, 4.808666388617479e-13], [5.9396931817445875e-15, -1.0158540675320182e-14, 1.0000000000000002, 3.7858996979490134e-12], [0.0, 0.0, 0.0, 1.0]]"
6913,45300,3005,545,54530,[-60 -55  50],[-55 -15  35],[-85 -10  75],[-55  50  65],3.161915174132446e-13,-3.552713678800501e-14,1.1368683772161603e-13,"[[1.0000000000000002, 5.775505098339042e-16, 2.776699273672958e-15, 2.1260429398193634e-13], [-5.796872695023549e-16, 0.9999999999999999, 2.052795056571093e-16, -1.529970814962386e-14], [-2.7755575615628914e-15, -2.220446049250313e-16, 1.0000000000000002, 2.0807600671100499e-13], [0.0, 0.0, 0.0, 1.0]]"
6914,45300,30010,1045,104530,[-60 -50  55],[-50 -15  40],[-80  -5  75],[-50  55  55],1.3571366253017914e-12,4.192202140984591e-13,-2.984279490192421e-13,"[[0.9999999999999998, -9.959795653379257e-16, -1.2644157107275591e-14, 1.7238648151801686e-12], [8.747884823635068e-16, 0.9999999999999998, -2.030948768381631e-15, 4.555372846314121e-13], [1.2656542480726785e-14, 2.1996293675385914e-15, 0.9999999999999999, -8.052087824366329e-13], [0.0, 0.0, 0.0, 1.0]]"
6915,45300,30015,1545,154530,[-60 -45  60],[-45 -15  45],[-75   0  75],[-45  60  45],2.0599344452421064e-10,-1.0615508472255897e-10,4.184492752301594e-10,"[[1.0000000000000002, -3.218675484647751e-12, 6.998606451677091e-12, 1.9373701967152279e-10], [3.218776804420421e-12, 1.0000000000000002, 2.935694668251009e-12, -2.8002265035911953e-10], [-6.998679413783293e-12, -2.935492127154049e-12, 1.0000000000000004, 7.852782226386471e-10], [0.0, 0.0, 0.0, 1.0]]"
6916,45300,30020,2045,204530,[-60 -40  65],[-40 -15  50],[-70   5  75],[-40  65  35],-6.270539643082884e-12,-1.6342482922482304e-12,-6.139089236967266e-12,"[[1.0, 3.555448710436714e-15, -8.553476632019569e-14, -4.360212430388618e-12], [-3.489344512848221e-15, 1.0000000000000002, -2.7712390602461806e-14, -8.611739767546903e-13], [8.548717289613705e-14, 2.7700064464397656e-14, 1.0, -1.0218590643198122e-11], [0.0, 0.0, 0.0, 1.0]]"
6917,45300,30025,2545,254530,[-60 -35  70],[-35 -15  55],[-65  10  75],[-35  70  25],3.623767952376511e-13,-6.394884621840902e-14,6.039613253960852e-14,"[[1.0, -4.231655117297942e-15, 1.8937560498386513e-15, 5.25089093213171e-13], [4.231655117297941e-15, 1.0, 3.553393725432488e-16, -2.0312476088430913e-13], [-1.8937560498386532e-15, -4.996003610813204e-16, 1.0, 1.4481553407562048e-13], [0.0, 0.0, 0.0, 1.0]]"
6918,45300,30035,3545,354530,[-60 -25  80],[-25 -15  65],[-55  20  75],[-25  80   5],3.659295089164516e-13,7.815970093361102e-14,5.684341886080802e-14,"[[1.0, 3.240392946573348e-15, 1.2741188142027717e-15, 1.7300774907801058e-13], [-3.240392946573348e-15, 1.0, 8.124376242941517e-18, 1.8008117312417997e-13], [-1.2741188142027717e-15, 0.0, 1.0, 9.743479950601875e-14], [0.0, 0.0, 0.0, 1.0]]"
6919,45300,30040,4045,404530,[-60 -20  85],[-20 -15  70],[-50  25  75],[-20  85  -5],-2.7000623958883807e-13,4.973799150320701e-14,-2.7711166694643907e-13,"[[1.0000000000000002, 1.5503928986477197e-15, -3.0606535665138287e-15, -2.800753041933265e-13], [-1.5648807998775125e-15, 1.0000000000000002, -4.544535478125006e-16, 1.0149997066803089e-13], [3.0531133177191805e-15, 4.163336342344337e-17, 1.0000000000000004, -3.856058931823843e-13], [0.0, 0.0, 0.0, 1.0]]"
6920,45300,30050,5045,504530,[-60 -10  95],[-10 -15  80],[-40  35  75],[-10  95 -25],-3.268496584496461e-13,-6.394884621840902e-14,-2.4868995751603507e-14,"[[1.0, -3.308097309339912e-15, -2.2751383942191563e-15, -1.0772151869655951e-13], [3.3080973093399123e-15, 1.0, -5.060733832514871e-17, -1.6791789934562804e-13], [2.275138394219157e-15, 0.0, 1.0, -9.510213400853283e-14], [0.0, 0.0, 0.0, 1.0]]"
6921,45305,3050,5045,4530,[-82 -60  85],[-87 -15  70],[-85 -15  65],[ -1  45 -25],1.4779288903810084e-12,-8.668621376273222e-13,-5.005773573429906e-12,"[[1.0, 7.0126101572019665e-15, 8.395946122929624e-15, 9.169327690864472e-13], [-6.931914886925216e-15, 1.0, 1.2765196193027034e-14, -9.719947473962653e-13], [-8.163608677946854e-15, -1.293062878993112e-14, 0.9999999999999999, -4.099338618878832e-12], [0.0, 0.0, 0.0, 1.0]]"
6922,45305,30510,51045,104530,[-55 -45  45],[-50 -10  30],[-75  -5  65],[-45  45  55],1.0871303857129533e-12,5.186961971048731e-13,4.511946372076636e-13,"[[1.0000000000000002, 3.2926342487348837e-15, 2.8785125182956225e-15, 8.421409933173373e-13], [-3.3781857965750698e-15, 1.0000000000000004, 7.519981011231222e-16, 5.969498304278121e-13], [-2.886579864025407e-15, -3.3306690738754696e-16, 1.0000000000000002, 5.640071471562724e-13], [0.0, 0.0, 0.0, 1.0]]"
6923,45305,30515,51545,154530,[-55 -40  50],[-45 -10  35],[-70   0  65],[-40  50  45],8.739675649849232e-13,1.0942358130705543e-12,4.085620730620576e-12,"[[1.0000000000000002, 1.1449090458136669e-14, 7.298653091275996e-14, -1.6783636778606517e-12], [-1.1236079048539319e-14, 0.9999999999999999, 1.537601913379093e-14, 1.0740739129062486e-12], [-7.249756350802272e-14, -1.587618925213974e-14, 1.0, 7.39963413658927e-12], [0.0, 0.0, 0.0, 1.0]]"
6924,45305,30520,52045,204530,[-55 -35  55],[-40 -10  40],[-65   5  65],[-35  55  35],-5.099151891840847e-07,-7.99019659325495e-08,4.336162007234634e-08,"[[1.0, 1.2326695296551337e-09, 3.0611925813117713e-09, -6.524135934161634e-07], [-1.2326696194121567e-09, 1.0000000000000002, 5.845007669931133e-10, -5.2418642867047144e-08], [-3.0611925772028314e-09, -5.845008366200943e-10, 1.0000000000000002, 1.7918242778953408e-07], [0.0, 0.0, 0.0, 1.0]]"
6925,45305,30525,52545,254530,[-55 -30  60],[-35 -10  45],[-60  10  65],[-30  60  25],-2.8990143619012088e-12,7.815970093361102e-14,-3.3004710076056654e-12,"[[1.0000000000000004, 1.4999891334698447e-14, -4.4103755266644126e-14, -2.4180777027756058e-12], [-1.477121239181461e-14, 1.0000000000000002, -1.6917399411310656e-14, 1.0613440086188127e-12], [4.363176486776865e-14, 1.6986412276764895e-14, 1.0000000000000004, -5.658056721828737e-12], [0.0, 0.0, 0.0, 1.0]]"
6926,45305,30535,53545,354530,[-55 -20  70],[-25 -10  55],[-50  20  65],[-20  70   5],1.9184653865522705e-13,0.0,-3.481659405224491e-13,"[[1.0, 2.9824632958230195e-15, -1.0725032894832661e-14, 3.40762110308654e-13], [-2.98246329582305e-15, 1.0, -2.5079802965192914e-15, 1.7936848668281056e-13], [1.0725032894832652e-14, 2.7755575615628914e-15, 1.0000000000000002, -8.672954427451861e-13], [0.0, 0.0, 0.0, 1.0]]"
6927,45305,30540,54045,404530,[-55 -15  75],[-20 -10  60],[-45  25  65],[-15  75  -5],-4.476419235288631e-13,4.973799150320701e-14,-5.684341886080802e-14,"[[1.0, 1.9616029401315974e-15, -3.423553975020936e-15, -4.470408808733518e-13], [-1.961602940131599e-15, 0.9999999999999999, -7.271985552948447e-16, 1.5070985694062315e-13], [3.423553975020935e-15, 4.440892098500626e-16, 0.9999999999999999, -1.9584458674912107e-13], [0.0, 0.0, 0.0, 1.0]]"
6928,45305,30550,55045,504530,[-55  -5  85],[-10 -10  70],[-35  35  65],[ -5  85 -25],4.476419235288631e-13,4.263256414560601e-14,2.5934809855243657e-13,"[[1.0, -2.2516695209285235e-15, -5.420885237303387e-16, 5.668641332813588e-13], [2.3120986755110664e-15, 0.9999999999999999, 2.5323859805944354e-16, -3.833853756740826e-14], [6.661338147750939e-16, -4.0245584642661925e-16, 0.9999999999999999, 2.583008412009771e-13], [0.0, 0.0, 0.0, 1.0]]"
6929,453010,30100,10045,4530,[-50 -50  25],[-60  -5  10],[-80 -15  55],[-50  25  75],-1.1368683772161603e-13,-7.815970093361102e-14,2.0250467969162855e-13,"[[1.0000000000000002, -3.1867606866822455e-15, -1.835039185221127e-15, 8.397619615287042e-14], [3.1533047718450412e-15, 0.9999999999999999, -1.5094674951915048e-15, -1.462920524707322e-13], [1.6653345369377348e-15, 1.609823385706477e-15, 1.0, 6.597691659559732e-14], [0.0, 0.0, 0.0, 1.0]]"
6930,453010,30105,10545,54530,[-50 -45  30],[-55  -5  15],[-75 -10  55],[-45  30  65],3.481659405224491e-13,-5.684341886080802e-14,-3.552713678800501e-15,"[[1.0, -1.5145464713876002e-15, 3.309410318817049e-15, 3.14786114738111e-13], [1.5145464713875966e-15, 0.9999999999999999, 8.151765944081892e-16, -1.3154459557169126e-13], [-3.3094103188170504e-15, -1.0824674490095276e-15, 0.9999999999999999, 1.7714329930910714e-13], [0.0, 0.0, 0.0, 1.0]]"
6931,453010,301015,101545,154530,[-50 -35  40],[-45  -5  25],[-65   0  55],[-35  40  45],-2.0605739337042905e-13,-6.394884621840902e-14,-5.577760475716786e-13,"[[0.9999999999999997, -8.562162569766175e-16, -6.5754679561942e-15, 4.9394881817962e-14], [8.955995837639534e-16, 0.9999999999999999, -5.5041877017258675e-17, -8.997305860886551e-14], [6.6058269965196814e-15, -4.85722573273506e-17, 0.9999999999999998, -8.025630137663007e-13], [0.0, 0.0, 0.0, 1.0]]"
6932,453010,301020,102045,204530,[-50 -30  45],[-40  -5  30],[-60   5  55],[-30  45  35],1.2789769243681803e-12,-1.3642420526593924e-12,5.115907697472721e-13,"[[1.0, -3.0210473034105917e-14, 3.450729414454331e-15, 2.553679783065079e-12], [3.020202371014397e-14, 1.0000000000000002, 9.255609721770603e-15, -2.830517735808966e-12], [-3.497202527569243e-15, -9.700573677662305e-15, 1.0000000000000002, 1.081250795093683e-12], [0.0, 0.0, 0.0, 1.0]]"
6933,453010,301025,102545,254530,[-50 -25  50],[-35  -5  35],[-55  10  55],[-25  50  25],2.7560343056620695e-06,7.224014950679702e-07,-9.31674755122458e-07,"[[0.9999999999999996, -1.3880832595842897e-09, -2.7144882130529082e-08, 3.6475456088328694e-06], [1.3880830677803428e-09, 1.0000000000000002, -7.584355726419933e-09, 8.998569274619178e-07], [2.7144882175367258e-08, 7.584355331269332e-09, 0.9999999999999998, -2.3325502834693813e-06], [0.0, 0.0, 0.0, 1.0]]"
6934,453010,301035,103545,354530,[-50 -15  60],[-25  -5  45],[-45  20  55],[-15  60   5],3.765876499528531e-13,6.750155989720952e-13,1.2470025012589758e-12,"[[1.0, 7.057511134777591e-15, 1.1987737668341496e-14, -3.092804283700045e-13], [-7.047668739129708e-15, 0.9999999999999998, -6.284248184151951e-16, 9.725504753844308e-13], [-1.2045919817182948e-14, 3.3306690738754696e-16, 1.0, 1.7006562564032871e-12], [0.0, 0.0, 0.0, 1.0]]"
6935,453010,301040,104045,404530,[-50 -10  65],[-20  -5  50],[-40  25  55],[-10  65  -5],-1.4210854715202004e-14,-5.186961971048731e-13,1.1368683772161603e-13,"[[0.9999999999999998, -4.689578515853404e-15, 1.4946580221452993e-16, 2.0208707495061865e-13], [4.69039181390266e-15, 0.9999999999999997, -6.952759782935851e-16, -6.693128689212952e-13], [-1.5265566588595902e-16, 8.465450562766819e-16, 1.0, 8.359943129204691e-14], [0.0, 0.0, 0.0, 1.0]]"
6936,453010,301050,105045,504530,[-50   0  75],[-10  -5  60],[-30  35  55],[  0  75 -25],-6.679101716144942e-13,-3.552713678800501e-13,-1.0516032489249483e-12,"[[0.9999999999999998, 2.4375581621560237e-16, -4.638528449338012e-15, -5.282990969600891e-13], [-2.1409928675043578e-16, 0.9999999999999998, -2.4315263853634647e-15, -2.6229938786910123e-13], [4.551914400963142e-15, 2.0539125955565396e-15, 0.9999999999999997, -1.3134173029713912e-12], [0.0, 0.0, 0.0, 1.0]]"
6937,453015,30150,15045,4530,[-59  -9  65],[-60 -14  50],[-89  35  45],[-59  93 -25],7.815970093361102e-14,7.105427357601002e-15,7.105427357601002e-14,"[[1.0, 8.824609702044394e-17, 9.42206653563316e-16, 4.2649726738644165e-14], [-8.824609702044398e-17, 1.0, 1.5664527933084243e-16, 1.0253959155887606e-14], [-9.422066535633159e-16, -1.1102230246251565e-16, 1.0, 1.2077729871191191e-13], [0.0, 0.0, 0.0, 1.0]]"
6938,453015,30155,15545,54530,[-45 -40  20],[-55   0   5],[-70 -10  45],[-40  20  65],1.4210854715202004e-14,-2.842170943040401e-14,-1.4210854715202004e-14,"[[1.0, -8.936335958214186e-16, 9.933948067051943e-16, 1.717840085119425e-14], [8.93633595821419e-16, 0.9999999999999996, 3.4631430418093106e-16, -5.336980138900298e-14], [-9.933948067051945e-16, 5.551115123125783e-17, 0.9999999999999999, 3.451805011651247e-14], [0.0, 0.0, 0.0, 1.0]]"
6939,453015,301510,151045,104530,[-45 -35  25],[-50   0  10],[-65  -5  45],[-35  25  55],-7.034373084024992e-13,-3.268496584496461e-13,-2.5579538487363607e-13,"[[0.9999999999999998, 7.503707529796942e-16, 1.9471866056173797e-15, -7.958509609570956e-13], [-6.203971251631844e-16, 0.9999999999999997, 6.047080657344175e-16, -3.037624936424433e-13], [-1.887379141862766e-15, -8.881784197001252e-16, 0.9999999999999999, -1.2950969020137843e-13], [0.0, 0.0, 0.0, 1.0]]"
6940,453015,301520,152045,204530,[-45 -25  35],[-40   0  20],[-55   5  45],[-25  35  35],-3.410605131648481e-13,-2.7711166694643907e-13,-2.842170943040401e-14,"[[1.0, -1.6917502758793488e-15, 7.326140849559344e-16, -2.869959488738326e-13], [1.7659119649792823e-15, 0.9999999999999998, 7.514392652808671e-17, -3.4612072075952145e-13], [-6.661338147750939e-16, -1.6653345369377348e-16, 1.0, 9.62398410260622e-15], [0.0, 0.0, 0.0, 1.0]]"
6941,453015,301525,152545,254530,[-45 -20  40],[-35   0  25],[-50  10  45],[-20  40  25],1.5774048733874224e-12,-6.465938895416912e-13,-1.4495071809506044e-12,"[[1.0, -1.7073140706542386e-14, -2.957498362487297e-14, 3.3196546270859307e-12], [1.7034164486110386e-14, 0.9999999999999998, -4.108364341026286e-15, -1.2239387113527877e-12], [2.9504176879413535e-14, 3.5457747848965937e-15, 0.9999999999999998, -2.8494493584477066e-12], [0.0, 0.0, 0.0, 1.0]]"
6942,453015,301535,153545,354530,[-45 -10  50],[-25   0  35],[-40  20  45],[-10  50   5],-1.0402345651527867e-11,-4.298783551348606e-12,-6.281197784119286e-12,"[[1.0000000000000002, -1.468380073693698e-14, -4.5896634101544585e-14, -8.222785634222443e-12], [1.4648699658176857e-14, 1.0, -1.2325624227652653e-14, -4.505212594209745e-12], [4.5852210917018965e-14, 1.2233269952588444e-14, 1.0000000000000002, -8.76216438566594e-12], [0.0, 0.0, 0.0, 1.0]]"
6943,453015,301540,154045,404530,[-45  -5  55],[-20   0  40],[-35  25  45],[-5 55 -5],-1.7976731214730535e-12,-4.973799150320701e-13,5.897504706808832e-13,"[[1.0000000000000002, 2.9516698556030918e-15, 1.5491304799929988e-14, -2.449914842540757e-12], [-2.85045722016404e-15, 0.9999999999999999, 2.4640295764177183e-15, -4.5452433587390554e-13], [-1.5529244556944377e-14, -2.3314683517128287e-15, 1.0, 1.3506354475025872e-12], [0.0, 0.0, 0.0, 1.0]]"
6944,453015,301550,155045,504530,[-45   5  65],[-10   0  50],[-25  35  45],[  5  65 -25],4.334310688136611e-13,-3.765876499528531e-13,-5.542233338928781e-13,"[[1.0, -3.3146305739114495e-15, -6.029346614648885e-15, 7.7760955835992e-13], [3.3146305739114385e-15, 0.9999999999999998, -1.6724861250490299e-15, -4.548532976524019e-13], [6.029346614648892e-15, 1.942890293094024e-15, 0.9999999999999998, -8.895952520074351e-13], [0.0, 0.0, 0.0, 1.0]]"
6945,453020,30200,20045,4530,[-40 -40   5],[-60   5 -10],[-70 -15  35],[-40   5  75],-4.973799150320701e-14,2.1316282072803006e-14,6.394884621840902e-13,"[[1.0000000000000002, -8.072804429900616e-16, -1.0528133220115423e-14, 3.5805912384818557e-13], [8.64150236577785e-16, 1.0, -8.520164747867956e-16, 1.5090643581575188e-14], [1.0602629885170245e-14, 1.0408340855860843e-15, 1.0000000000000002, 9.783633462919317e-14], [0.0, 0.0, 0.0, 1.0]]"
6946,453020,30205,20545,54530,[-40 -35  10],[-55   5  -5],[-65 -10  35],[-35  10  65],4.192202140984591e-13,-7.105427357601002e-15,-7.815970093361102e-14,"[[1.0, -9.89496157716505e-16, 1.6742197795137572e-15, 3.961416828351288e-13], [9.894961577165018e-16, 1.0000000000000002, 1.991556587522219e-15, -1.3560431934642132e-13], [-1.6742197795137592e-15, -1.8318679906315083e-15, 1.0, 7.82319508473241e-14], [0.0, 0.0, 0.0, 1.0]]"
6947,453020,302010,201045,104530,[-40 -30  15],[-50   5   0],[-60  -5  35],[-30  15  55],8.526512829121202e-14,-6.394884621840902e-14,-1.7053025658242404e-13,"[[1.0, 1.7927589996261897e-15, -5.923089888697364e-15, 2.285371195992154e-13], [-1.7927589996262083e-15, 0.9999999999999993, -2.422264213035695e-15, 1.356532587737382e-13], [5.92308988869736e-15, 2.886579864025407e-15, 1.0, -5.643214695927959e-13], [0.0, 0.0, 0.0, 1.0]]"
6948,453020,302015,201545,154530,[-40 -25  20],[-45   5   5],[-55   0  35],[-25  20  45],-6.394884621840902e-14,-5.258016244624741e-13,-9.947598300641403e-14,"[[1.0, -4.4510496247062594e-15, -2.9591822838134172e-15, 2.307868817022266e-13], [4.513341260387149e-15, 1.0000000000000004, -1.693433235712632e-15, -6.886254793708503e-13], [2.9559688030644793e-15, 1.817990202823694e-15, 1.0, -3.099801270107763e-13], [0.0, 0.0, 0.0, 1.0]]"
6949,453020,302025,202545,254530,[-40 -15  30],[-35   5  15],[-45  10  35],[-15  30  25],1.7763568394002505e-13,-4.902744876744691e-13,6.963318810448982e-13,"[[1.0, -6.4064643842025645e-15, 1.5498410576148372e-15, 3.907927253237412e-13], [6.480704211436121e-15, 1.0000000000000002, -6.560876832239345e-16, -7.652041706484618e-13], [-1.6653345369377348e-15, 5.828670879282072e-16, 1.0, 7.474050170753921e-13], [0.0, 0.0, 0.0, 1.0]]"
6950,453020,302035,203545,354530,[-40  -5  40],[-25   5  25],[-35  20  35],[-5 40  5],-1.2630389250034568e-06,-3.3064006288441306e-07,2.7779620381807035e-08,"[[1.0000000000000002, 5.709273022154831e-10, 5.124011581741413e-09, -1.4747946812711422e-06], [-5.709273047923609e-10, 0.9999999999999999, 1.3539288621312627e-09, -3.5402061623226665e-07], [-5.1240115692130495e-09, -1.3539288995501053e-09, 0.9999999999999999, 3.201110196064849e-07], [0.0, 0.0, 0.0, 1.0]]"
6951,453020,302040,204045,404530,[-40   0  45],[-20   5  30],[-30  25  35],[ 0 45 -5],-6.0822458181064576e-12,3.055333763768431e-13,-3.055333763768431e-12,"[[1.0000000000000002, 2.7309523553140362e-14, -1.432008863050028e-14, -6.713393900505769e-12], [-2.7316038245309423e-14, 1.0, -8.166930550510299e-15, 1.8649622984587407e-12], [1.432187701766452e-14, 8.201772594418344e-15, 1.0, -4.060452839195501e-12], [0.0, 0.0, 0.0, 1.0]]"
6952,453020,302050,205045,504530,[-40  10  55],[-10   5  40],[-20  35  35],[ 10  55 -25],4.760636329592671e-13,-5.542233338928781e-13,-6.039613253960852e-13,"[[1.0, -9.537189123360245e-15, -7.603618475871268e-15, 1.1581827231881905e-12], [9.537189123360252e-15, 0.9999999999999999, 7.366058647452137e-16, -1.012214278006937e-12], [7.603618475871262e-15, -7.216449660063518e-16, 0.9999999999999999, -9.16995133101961e-13], [0.0, 0.0, 0.0, 1.0]]"
6953,453025,30250,25045,4530,[-58  -8  45],[-60 -13  30],[-88  35  25],[-58  91 -25],4.334310688136611e-13,7.105427357601002e-15,3.339550858072471e-13,"[[1.0, 7.324488162809718e-16, 5.435272245680058e-16, 3.83431419002983e-13], [-6.998562797412589e-16, 0.9999999999999999, -9.85490537042216e-16, 8.320078150759824e-14], [-6.661338147750939e-16, 6.938893903907228e-16, 1.0, 3.442509636895142e-13], [0.0, 0.0, 0.0, 1.0]]"
6954,453025,30255,25545,54530,[-35 -30   0],[-55  10 -15],[-60 -10  25],[-30   0  65],4.263256414560601e-14,9.237055564881302e-14,-2.4158453015843406e-13,"[[1.0, 1.745584398908789e-15, -3.028210239809448e-15, 8.94896325998082e-14], [-1.745584398908791e-15, 1.0, -4.762532236417995e-16, 1.9786917062348138e-13], [3.0282102398094474e-15, 5.551115123125783e-16, 1.0, -4.1432780060063224e-13], [0.0, 0.0, 0.0, 1.0]]"
6955,453025,302510,251045,104530,[-35 -25   5],[-50  10 -10],[-55  -5  25],[-25   5  55],1.3500311979441904e-13,-8.526512829121202e-14,-2.1316282072803006e-13,"[[1.0, -2.740682227213715e-15, -1.6796994556036994e-15, 3.1145291523432025e-13], [2.740682227213719e-15, 1.0000000000000002, 2.3456112726853394e-15, -3.2194181935134423e-13], [1.679699455603693e-15, -2.6367796834847468e-15, 1.0, -1.8852422534990614e-13], [0.0, 0.0, 0.0, 1.0]]"
6956,453025,302515,251545,154530,[-35 -20  10],[-45  10  -5],[-50   0  25],[-20  10  45],-9.521272659185342e-13,-2.6290081223123707e-13,-7.673861546209082e-13,"[[1.0, 6.1599993403580735e-15, 2.994341311394043e-15, -1.3214320277133054e-12], [-6.1186278597897506e-15, 1.0, -5.165025961860089e-15, 2.411856604606007e-13], [-2.942091015256665e-15, 5.162537064506978e-15, 0.9999999999999999, -8.288935665289321e-13], [0.0, 0.0, 0.0, 1.0]]"
6957,453025,302520,252045,204530,[-35 -15  15],[-40  10   0],[-45   5  25],[-15  15  35],-1.8474111129762605e-13,-2.2026824808563106e-13,6.181721801112872e-13,"[[1.0000000000000002, 8.093192900539717e-16, 5.480137439281034e-15, -4.499927770396658e-13], [-7.087459807371803e-16, 0.9999999999999998, -1.5602504685364198e-16, -1.7309169251510246e-13], [-5.495603971894525e-15, 2.7755575615628914e-16, 0.9999999999999998, 8.845397958164037e-13], [0.0, 0.0, 0.0, 1.0]]"
6958,453025,302535,253545,354530,[-35   0  30],[-25  10  15],[-30  20  25],[ 0 30  5],8.15703060652595e-12,3.183231456205249e-12,1.6839862837514374e-12,"[[0.9999999999999999, -7.587080562162839e-16, -1.8099110511935682e-14, 8.915713387397571e-12], [8.184059809254191e-16, 1.0000000000000002, -6.024318953174014e-16, 3.1607212425086e-12], [1.812439087700568e-14, 6.661338147750939e-16, 1.0, 7.607013341420714e-13], [0.0, 0.0, 0.0, 1.0]]"
6959,453025,302540,254045,404530,[-35   5  35],[-20  10  20],[-25  25  25],[ 5 35 -5],-6.213698910073617e-06,-1.449241217699182e-06,-1.8856778325471169e-06,"[[1.0000000000000002, 5.149376851925786e-09, -4.52022988533605e-09, -6.242178676271092e-06], [-5.1493767316192184e-09, 0.9999999999999997, -2.6169529297514456e-09, -1.090722313712002e-06], [4.520229969842693e-09, 2.616952876621781e-09, 1.0, -2.214866788917727e-06], [0.0, 0.0, 0.0, 1.0]]"
