id,hash_a,hash_b,hash_c,hash_d,vector_abc,vector_abd,vector_acd,vector_bcd
1914,103530,35305,30510,51035,[ 45 -35 -45],[ 20 -30 -20],[ 15 -55 -15],[-35 -45  35]
1915,103530,353015,301510,151035,[ 45 -25 -35],[ 30 -30 -10],[ 25 -45 -15],[-25 -35  15]
1916,103530,353020,302010,201035,[ 45 -20 -30],[ 35 -30  -5],[ 30 -40 -15],[-20 -30   5]
1917,103530,353025,302510,251035,[ 45 -15 -25],[ 40 -30   0],[ 35 -35 -15],[-15 -25  -5]
1918,103530,353040,304010,401035,[ 45   0 -10],[ 55 -30  15],[ 50 -20 -15],[  0 -10 -35]
1919,103530,353045,304510,451035,[45  5 -5],[ 60 -30  20],[ 55 -15 -15],[  5  -5 -45]
1920,103530,353050,305010,501035,[45 10  0],[ 65 -30  25],[ 60 -10 -15],[ 10   0 -55]
1921,103540,35400,40010,01035,[ 55 -30 -70],[ 15 -20 -45],[ 20 -60 -35],[-30 -70  45]
1922,103540,35405,40510,51035,[ 55 -25 -65],[ 20 -20 -40],[ 25 -55 -35],[-25 -65  35]
1923,103540,354015,401510,151035,[ 55 -15 -55],[ 30 -20 -30],[ 35 -45 -35],[-15 -55  15]
1924,103540,354020,402010,201035,[ 55 -10 -50],[ 35 -20 -25],[ 40 -40 -35],[-10 -50   5]
1925,103540,354025,402510,251035,[ 55  -5 -45],[ 40 -20 -20],[ 45 -35 -35],[ -5 -45  -5]
1926,103540,354030,403010,301035,[ 55   0 -40],[ 45 -20 -15],[ 50 -30 -35],[  0 -40 -15]
1927,103540,354045,404510,451035,[ 55  15 -25],[ 60 -20   0],[ 65 -15 -35],[ 15 -25 -45]
1928,103540,354050,405010,501035,[ 55  20 -20],[ 65 -20   5],[ 70 -10 -35],[ 20 -20 -55]
1929,103545,35450,45010,01035,[ 19 -16 -30],[ 15 -56  -5],[-16 -10 -45],[-66  52 -55]
1930,103545,35455,45510,51035,[ 60 -20 -75],[ 20 -15 -50],[ 30 -55 -45],[-20 -75  35]
1931,103545,354515,451510,151035,[ 60 -10 -65],[ 30 -15 -40],[ 40 -45 -45],[-10 -65  15]
1932,103545,354520,452010,201035,[ 60  -5 -60],[ 35 -15 -35],[ 45 -40 -45],[ -5 -60   5]
1933,103545,354525,452510,251035,[ 60   0 -55],[ 40 -15 -30],[ 50 -35 -45],[  0 -55  -5]
1934,103545,354530,453010,301035,[ 60   5 -50],[ 45 -15 -25],[ 55 -30 -45],[  5 -50 -15]
1935,103545,354540,454010,401035,[ 60  15 -40],[ 55 -15 -15],[ 65 -20 -45],[ 15 -40 -35]
1936,103545,354550,455010,501035,[ 60  25 -30],[ 65 -15  -5],[ 75 -10 -45],[ 25 -30 -55]
1937,103550,35500,50010,01035,[ 65 -20 -90],[ 15 -10 -65],[ 30 -60 -55],[-20 -90  45]
1938,103550,35505,50510,51035,[ 65 -15 -85],[ 20 -10 -60],[ 35 -55 -55],[-15 -85  35]
1939,103550,355015,501510,151035,[ 65  -5 -75],[ 30 -10 -50],[ 45 -45 -55],[ -5 -75  15]
1940,103550,355020,502010,201035,[ 65   0 -70],[ 35 -10 -45],[ 50 -40 -55],[  0 -70   5]
1941,103550,355025,502510,251035,[ 65   5 -65],[ 40 -10 -40],[ 55 -35 -55],[  5 -65  -5]
1942,103550,355030,503010,301035,[ 65  10 -60],[ 45 -10 -35],[ 60 -30 -55],[ 10 -60 -15]
1943,103550,355040,504010,401035,[ 65  20 -50],[ 55 -10 -25],[ 70 -20 -55],[ 20 -50 -35]
1944,103550,355045,504510,451035,[ 65  25 -45],[ 60 -10 -20],[ 75 -15 -55],[ 25 -45 -45]
1945,10400,4005,0510,51040,[ 20 -75  15],[ 25 -70  45],[-15 -65  50],[-75  15  40]
1946,10400,40015,01510,151040,[ 20 -65  25],[ 35 -70  55],[ -5 -55  50],[-65  25  20]
1947,10400,40020,02010,201040,[ 20 -60  30],[ 40 -70  60],[  0 -50  50],[-60  30  10]
1948,10400,40025,02510,251040,[ 20 -55  35],[ 45 -70  65],[  5 -45  50],[-55  35   0]
1949,10400,40030,03010,301040,[ 20 -50  40],[ 50 -70  70],[ 10 -40  50],[-50  40 -10]
1950,10400,40035,03510,351040,[ 20 -45  45],[ 55 -70  75],[ 15 -35  50],[-45  45 -20]
1951,10400,40045,04510,451040,[ 20 -35  55],[ 65 -70  85],[ 25 -25  50],[-35  55 -40]
1952,10400,40050,05010,501040,[ 20 -30  60],[ 70 -70  90],[ 30 -20  50],[-30  60 -50]
1953,10405,4050,5010,01040,[-11 -80  50],[-16 -70  80],[-15 -70  40],[ -3  10 -50]
1954,10405,40515,51510,151040,[ 25 -60  15],[ 35 -65  45],[  0 -55  40],[-60  15  20]
1955,10405,40520,52010,201040,[ 25 -55  20],[ 40 -65  50],[  5 -50  40],[-55  20  10]
1956,10405,40525,52510,251040,[ 25 -50  25],[ 45 -65  55],[ 10 -45  40],[-50  25   0]
1957,10405,40530,53010,301040,[ 25 -45  30],[ 50 -65  60],[ 15 -40  40],[-45  30 -10]
1958,10405,40535,53510,351040,[ 25 -40  35],[ 55 -65  65],[ 20 -35  40],[-40  35 -20]
1959,10405,40545,54510,451040,[ 25 -30  45],[ 65 -65  75],[ 30 -25  40],[-30  45 -40]
1960,10405,40550,55010,501040,[ 25 -25  50],[ 70 -65  80],[ 35 -20  40],[-25  50 -50]
1961,104015,40150,15010,01040,[ 21 -29  30],[ 20 -69  60],[-19 -20  20],[-79  58 -50]
1962,104015,40155,15510,51040,[ 35 -60 -15],[ 25 -55  15],[  0 -65  20],[-60 -15  40]
1963,104015,401520,152010,201040,[ 35 -45   0],[ 40 -55  30],[ 15 -50  20],[-45   0  10]
1964,104015,401525,152510,251040,[ 35 -40   5],[ 45 -55  35],[ 20 -45  20],[-40   5   0]
1965,104015,401530,153010,301040,[ 35 -35  10],[ 50 -55  40],[ 25 -40  20],[-35  10 -10]
1966,104015,401535,153510,351040,[ 35 -30  15],[ 55 -55  45],[ 30 -35  20],[-30  15 -20]
1967,104015,401545,154510,451040,[ 35 -20  25],[ 65 -55  55],[ 40 -25  20],[-20  25 -40]
1968,104015,401550,155010,501040,[ 35 -15  30],[ 70 -55  60],[ 45 -20  20],[-15  30 -50]
1969,104020,40200,20010,01040,[ 40 -60 -30],[ 20 -50   0],[  0 -70  10],[-60 -30  50]
1970,104020,40205,20510,51040,[ 40 -55 -25],[ 25 -50   5],[  5 -65  10],[-55 -25  40]
1971,104020,402015,201510,151040,[ 40 -45 -15],[ 35 -50  15],[ 15 -55  10],[-45 -15  20]
1972,104020,402025,202510,251040,[ 40 -35  -5],[ 45 -50  25],[ 25 -45  10],[-35  -5   0]
1973,104020,402030,203010,301040,[ 40 -30   0],[ 50 -50  30],[ 30 -40  10],[-30   0 -10]
1974,104020,402035,203510,351040,[ 40 -25   5],[ 55 -50  35],[ 35 -35  10],[-25   5 -20]
1975,104020,402045,204510,451040,[ 40 -15  15],[ 65 -50  45],[ 45 -25  10],[-15  15 -40]
1976,104020,402050,205010,501040,[ 40 -10  20],[ 70 -50  50],[ 50 -20  10],[-10  20 -50]
1977,104025,40250,25010,01040,[ 22 -28  10],[ 20 -68  40],[-18 -20   0],[-78  56 -50]
1978,104025,40255,25510,51040,[ 45 -50 -35],[ 25 -45  -5],[ 10 -65   0],[-50 -35  40]
1979,104025,402515,251510,151040,[ 45 -40 -25],[ 35 -45   5],[ 20 -55   0],[-40 -25  20]
1980,104025,402520,252010,201040,[ 45 -35 -20],[ 40 -45  10],[ 25 -50   0],[-35 -20  10]
1981,104025,402530,253010,301040,[ 45 -25 -10],[ 50 -45  20],[ 35 -40   0],[-25 -10 -10]
1982,104025,402535,253510,351040,[ 45 -20  -5],[ 55 -45  25],[ 40 -35   0],[-20  -5 -20]
1983,104025,402545,254510,451040,[ 45 -10   5],[ 65 -45  35],[ 50 -25   0],[-10   5 -40]
1984,104025,402550,255010,501040,[45 -5 10],[ 70 -45  40],[ 55 -20   0],[ -5  10 -50]
1985,104030,40300,30010,01040,[ 50 -50 -50],[ 20 -40 -20],[ 10 -70 -10],[-50 -50  50]
1986,104030,40305,30510,51040,[ 50 -45 -45],[ 25 -40 -15],[ 15 -65 -10],[-45 -45  40]
1987,104030,403015,301510,151040,[ 50 -35 -35],[ 35 -40  -5],[ 25 -55 -10],[-35 -35  20]
1988,104030,403020,302010,201040,[ 50 -30 -30],[ 40 -40   0],[ 30 -50 -10],[-30 -30  10]
1989,104030,403025,302510,251040,[ 50 -25 -25],[ 45 -40   5],[ 35 -45 -10],[-25 -25   0]
1990,104030,403035,303510,351040,[ 50 -15 -15],[ 55 -40  15],[ 45 -35 -10],[-15 -15 -20]
1991,104030,403045,304510,451040,[50 -5 -5],[ 65 -40  25],[ 55 -25 -10],[ -5  -5 -40]
1992,104030,403050,305010,501040,[50  0  0],[ 70 -40  30],[ 60 -20 -10],[  0   0 -50]
1993,104035,40350,35010,01040,[ 23 -27 -10],[ 20 -67  20],[-17 -20 -20],[-77  54 -50]
1994,104035,40355,35510,51040,[ 55 -40 -55],[ 25 -35 -25],[ 20 -65 -20],[-40 -55  40]
1995,104035,403515,351510,151040,[ 55 -30 -45],[ 35 -35 -15],[ 30 -55 -20],[-30 -45  20]
1996,104035,403520,352010,201040,[ 55 -25 -40],[ 40 -35 -10],[ 35 -50 -20],[-25 -40  10]
1997,104035,403525,352510,251040,[ 55 -20 -35],[ 45 -35  -5],[ 40 -45 -20],[-20 -35   0]
1998,104035,403530,353010,301040,[ 55 -15 -30],[ 50 -35   0],[ 45 -40 -20],[-15 -30 -10]
1999,104035,403545,354510,451040,[ 55   0 -15],[ 65 -35  15],[ 60 -25 -20],[  0 -15 -40]
2000,104035,403550,355010,501040,[ 55   5 -10],[ 70 -35  20],[ 65 -20 -20],[  5 -10 -50]
2001,104045,40450,45010,01040,[ 24 -26 -30],[ 20 -66   0],[-16 -20 -40],[-76  52 -50]
2002,104045,40455,45510,51040,[ 65 -30 -75],[ 25 -25 -45],[ 30 -65 -40],[-30 -75  40]
2003,104045,404515,451510,151040,[ 65 -20 -65],[ 35 -25 -35],[ 40 -55 -40],[-20 -65  20]
2004,104045,404520,452010,201040,[ 65 -15 -60],[ 40 -25 -30],[ 45 -50 -40],[-15 -60  10]
2005,104045,404525,452510,251040,[ 65 -10 -55],[ 45 -25 -25],[ 50 -45 -40],[-10 -55   0]
2006,104045,404530,453010,301040,[ 65  -5 -50],[ 50 -25 -20],[ 55 -40 -40],[ -5 -50 -10]
2007,104045,404535,453510,351040,[ 65   0 -45],[ 55 -25 -15],[ 60 -35 -40],[  0 -45 -20]
2008,104045,404550,455010,501040,[ 65  15 -30],[ 70 -25   0],[ 75 -20 -40],[ 15 -30 -50]
2009,104050,40500,50010,01040,[ 70 -30 -90],[ 20 -20 -60],[ 30 -70 -50],[-30 -90  50]
2010,104050,40505,50510,51040,[ 70 -25 -85],[ 25 -20 -55],[ 35 -65 -50],[-25 -85  40]
2011,104050,405015,501510,151040,[ 70 -15 -75],[ 35 -20 -45],[ 45 -55 -50],[-15 -75  20]
2012,104050,405020,502010,201040,[ 70 -10 -70],[ 40 -20 -40],[ 50 -50 -50],[-10 -70  10]
2013,104050,405025,502510,251040,[ 70  -5 -65],[ 45 -20 -35],[ 55 -45 -50],[ -5 -65   0]
2014,104050,405030,503010,301040,[ 70   0 -60],[ 50 -20 -30],[ 60 -40 -50],[  0 -60 -10]
2015,104050,405035,503510,351040,[ 70   5 -55],[ 55 -20 -25],[ 65 -35 -50],[  5 -55 -20]
2016,104050,405045,504510,451040,[ 70  15 -45],[ 65 -20 -15],[ 75 -25 -50],[ 15 -45 -40]
2017,10450,4505,0510,51045,[-16  47 -85],[-11  52 -50],[-15   7 -45],[ -3 -85  45]
2018,10450,45015,01510,151045,[-16  57 -75],[ -1  52 -40],[ -5  17 -45],[  7 -75  25]
2019,10450,45020,02010,201045,[-16  62 -70],[  4  52 -35],[  0  22 -45],[ 12 -70  15]
2020,10450,45025,02510,251045,[-16  67 -65],[  9  52 -30],[  5  27 -45],[ 17 -65   5]
2021,10450,45030,03010,301045,[-16  72 -60],[ 14  52 -25],[ 10  32 -45],[ 22 -60  -5]
2022,10450,45035,03510,351045,[-16  77 -55],[ 19  52 -20],[ 15  37 -45],[ 27 -55 -15]
2023,10450,45040,04010,401045,[-16  82 -50],[ 24  52 -15],[ 20  42 -45],[ 32 -50 -25]
2024,10450,45050,05010,501045,[-16  92 -40],[34 52 -5],[ 30  52 -45],[ 42 -40 -45]
2025,10455,4550,5010,01045,[-11 -85  50],[-16 -75  85],[-15 -80  45],[ -3   0 -45]
2026,10455,45515,51510,151045,[ 30 -70  15],[ 40 -75  50],[  0 -65  45],[-70  15  25]
2027,10455,45520,52010,201045,[ 30 -65  20],[ 45 -75  55],[  5 -60  45],[-65  20  15]
2028,10455,45525,52510,251045,[ 30 -60  25],[ 50 -75  60],[ 10 -55  45],[-60  25   5]
2029,10455,45530,53010,301045,[ 30 -55  30],[ 55 -75  65],[ 15 -50  45],[-55  30  -5]
2030,10455,45535,53510,351045,[ 30 -50  35],[ 60 -75  70],[ 20 -45  45],[-50  35 -15]
2031,10455,45540,54010,401045,[ 30 -45  40],[ 65 -75  75],[ 25 -40  45],[-45  40 -25]
2032,10455,45550,55010,501045,[ 30 -35  50],[ 75 -75  85],[ 35 -30  45],[-35  50 -45]
2033,104515,45150,15010,01045,[ 26 -39  30],[ 25 -79  65],[-19 -30  25],[-89  58 -45]
2034,104515,45155,15510,51045,[ 40 -70 -15],[ 30 -65  20],[  0 -75  25],[-70 -15  45]
2035,104515,451520,152010,201045,[ 40 -55   0],[ 45 -65  35],[ 15 -60  25],[-55   0  15]
2036,104515,451525,152510,251045,[ 40 -50   5],[ 50 -65  40],[ 20 -55  25],[-50   5   5]
2037,104515,451530,153010,301045,[ 40 -45  10],[ 55 -65  45],[ 25 -50  25],[-45  10  -5]
2038,104515,451535,153510,351045,[ 40 -40  15],[ 60 -65  50],[ 30 -45  25],[-40  15 -15]
2039,104515,451540,154010,401045,[ 40 -35  20],[ 65 -65  55],[ 35 -40  25],[-35  20 -25]
2040,104515,451550,155010,501045,[ 40 -25  30],[ 75 -65  65],[ 45 -30  25],[-25  30 -45]
2041,104520,45200,20010,01045,[ 45 -70 -30],[ 25 -60   5],[  0 -80  15],[-70 -30  55]
2042,104520,45205,20510,51045,[ 45 -65 -25],[ 30 -60  10],[  5 -75  15],[-65 -25  45]
2043,104520,452015,201510,151045,[ 45 -55 -15],[ 40 -60  20],[ 15 -65  15],[-55 -15  25]
2044,104520,452025,202510,251045,[ 45 -45  -5],[ 50 -60  30],[ 25 -55  15],[-45  -5   5]
2045,104520,452030,203010,301045,[ 45 -40   0],[ 55 -60  35],[ 30 -50  15],[-40   0  -5]
2046,104520,452035,203510,351045,[ 45 -35   5],[ 60 -60  40],[ 35 -45  15],[-35   5 -15]
2047,104520,452040,204010,401045,[ 45 -30  10],[ 65 -60  45],[ 40 -40  15],[-30  10 -25]
2048,104520,452050,205010,501045,[ 45 -20  20],[ 75 -60  55],[ 50 -30  15],[-20  20 -45]
2049,104525,45250,25010,01045,[ 27 -38  10],[ 25 -78  45],[-18 -30   5],[-88  56 -45]
2050,104525,45255,25510,51045,[ 50 -60 -35],[ 30 -55   0],[ 10 -75   5],[-60 -35  45]
2051,104525,452515,251510,151045,[ 50 -50 -25],[ 40 -55  10],[ 20 -65   5],[-50 -25  25]
2052,104525,452520,252010,201045,[ 50 -45 -20],[ 45 -55  15],[ 25 -60   5],[-45 -20  15]
2053,104525,452530,253010,301045,[ 50 -35 -10],[ 55 -55  25],[ 35 -50   5],[-35 -10  -5]
2054,104525,452535,253510,351045,[ 50 -30  -5],[ 60 -55  30],[ 40 -45   5],[-30  -5 -15]
2055,104525,452540,254010,401045,[ 50 -25   0],[ 65 -55  35],[ 45 -40   5],[-25   0 -25]
2056,104525,452550,255010,501045,[ 50 -15  10],[ 75 -55  45],[ 55 -30   5],[-15  10 -45]
2057,104530,45300,30010,01045,[ 55 -60 -50],[ 25 -50 -15],[ 10 -80  -5],[-60 -50  55]
2058,104530,45305,30510,51045,[ 55 -55 -45],[ 30 -50 -10],[ 15 -75  -5],[-55 -45  45]
2059,104530,453015,301510,151045,[ 55 -45 -35],[ 40 -50   0],[ 25 -65  -5],[-45 -35  25]
2060,104530,453020,302010,201045,[ 55 -40 -30],[ 45 -50   5],[ 30 -60  -5],[-40 -30  15]
2061,104530,453025,302510,251045,[ 55 -35 -25],[ 50 -50  10],[ 35 -55  -5],[-35 -25   5]
2062,104530,453035,303510,351045,[ 55 -25 -15],[ 60 -50  20],[ 45 -45  -5],[-25 -15 -15]
2063,104530,453040,304010,401045,[ 55 -20 -10],[ 65 -50  25],[ 50 -40  -5],[-20 -10 -25]
2064,104530,453050,305010,501045,[ 55 -10   0],[ 75 -50  35],[ 60 -30  -5],[-10   0 -45]
2065,104535,45350,35010,01045,[ 28 -37 -10],[ 25 -77  25],[-17 -30 -15],[-87  54 -45]
2066,104535,45355,35510,51045,[ 60 -50 -55],[ 30 -45 -20],[ 20 -75 -15],[-50 -55  45]
2067,104535,453515,351510,151045,[ 60 -40 -45],[ 40 -45 -10],[ 30 -65 -15],[-40 -45  25]
2068,104535,453520,352010,201045,[ 60 -35 -40],[ 45 -45  -5],[ 35 -60 -15],[-35 -40  15]
2069,104535,453525,352510,251045,[ 60 -30 -35],[ 50 -45   0],[ 40 -55 -15],[-30 -35   5]
2070,104535,453530,353010,301045,[ 60 -25 -30],[ 55 -45   5],[ 45 -50 -15],[-25 -30  -5]
2071,104535,453540,354010,401045,[ 60 -15 -20],[ 65 -45  15],[ 55 -40 -15],[-15 -20 -25]
2072,104535,453550,355010,501045,[ 60  -5 -10],[ 75 -45  25],[ 65 -30 -15],[ -5 -10 -45]
2073,104540,45400,40010,01045,[ 65 -50 -70],[ 25 -40 -35],[ 20 -80 -25],[-50 -70  55]
2074,104540,45405,40510,51045,[ 65 -45 -65],[ 30 -40 -30],[ 25 -75 -25],[-45 -65  45]
2075,104540,454015,401510,151045,[ 65 -35 -55],[ 40 -40 -20],[ 35 -65 -25],[-35 -55  25]
2076,104540,454020,402010,201045,[ 65 -30 -50],[ 45 -40 -15],[ 40 -60 -25],[-30 -50  15]
2077,104540,454025,402510,251045,[ 65 -25 -45],[ 50 -40 -10],[ 45 -55 -25],[-25 -45   5]
2078,104540,454030,403010,301045,[ 65 -20 -40],[ 55 -40  -5],[ 50 -50 -25],[-20 -40  -5]
2079,104540,454035,403510,351045,[ 65 -15 -35],[ 60 -40   0],[ 55 -45 -25],[-15 -35 -15]
2080,104540,454050,405010,501045,[ 65   0 -20],[ 75 -40  15],[ 70 -30 -25],[  0 -20 -45]
2081,104550,45500,50010,01045,[ 75 -40 -90],[ 25 -30 -55],[ 30 -80 -45],[-40 -90  55]
2082,104550,45505,50510,51045,[ 75 -35 -85],[ 30 -30 -50],[ 35 -75 -45],[-35 -85  45]
2083,104550,455015,501510,151045,[ 75 -25 -75],[ 40 -30 -40],[ 45 -65 -45],[-25 -75  25]
2084,104550,455020,502010,201045,[ 75 -20 -70],[ 45 -30 -35],[ 50 -60 -45],[-20 -70  15]
2085,104550,455025,502510,251045,[ 75 -15 -65],[ 50 -30 -30],[ 55 -55 -45],[-15 -65   5]
2086,104550,455030,503010,301045,[ 75 -10 -60],[ 55 -30 -25],[ 60 -50 -45],[-10 -60  -5]
2087,104550,455035,503510,351045,[ 75  -5 -55],[ 60 -30 -20],[ 65 -45 -45],[ -5 -55 -15]
2088,104550,455040,504010,401045,[ 75   0 -50],[ 65 -30 -15],[ 70 -40 -45],[  0 -50 -25]
2089,10500,5005,0510,51050,[ 30 -95  15],[ 35 -90  55],[-15 -85  60],[-95  15  50]
2090,10500,50015,01510,151050,[ 30 -85  25],[ 45 -90  65],[ -5 -75  60],[-85  25  30]
2091,10500,50020,02010,201050,[ 30 -80  30],[ 50 -90  70],[  0 -70  60],[-80  30  20]
2092,10500,50025,02510,251050,[ 30 -75  35],[ 55 -90  75],[  5 -65  60],[-75  35  10]
2093,10500,50030,03010,301050,[ 30 -70  40],[ 60 -90  80],[ 10 -60  60],[-70  40   0]
2094,10500,50035,03510,351050,[ 30 -65  45],[ 65 -90  85],[ 15 -55  60],[-65  45 -10]
2095,10500,50040,04010,401050,[ 30 -60  50],[ 70 -90  90],[ 20 -50  60],[-60  50 -20]
2096,10500,50045,04510,451050,[ 30 -55  55],[ 75 -90  95],[ 25 -45  60],[-55  55 -30]
2097,10505,5050,5010,01050,[ -10 -100   50],[-15 -90  90],[-15 -90  50],[ -5  10 -40]
2098,10505,50515,51510,151050,[ 35 -80  15],[ 45 -85  55],[  0 -75  50],[-80  15  30]
2099,10505,50520,52010,201050,[ 35 -75  20],[ 50 -85  60],[  5 -70  50],[-75  20  20]
2100,10505,50525,52510,251050,[ 35 -70  25],[ 55 -85  65],[ 10 -65  50],[-70  25  10]
2101,10505,50530,53010,301050,[ 35 -65  30],[ 60 -85  70],[ 15 -60  50],[-65  30   0]
2102,10505,50535,53510,351050,[ 35 -60  35],[ 65 -85  75],[ 20 -55  50],[-60  35 -10]
2103,10505,50540,54010,401050,[ 35 -55  40],[ 70 -85  80],[ 25 -50  50],[-55  40 -20]
2104,10505,50545,54510,451050,[ 35 -50  45],[ 75 -85  85],[ 30 -45  50],[-50  45 -30]
2105,105015,50150,15010,01050,[ 31 -49  30],[ 30 -89  70],[-19 -40  30],[-99  58 -40]
2106,105015,50155,15510,51050,[ 45 -80 -15],[ 35 -75  25],[  0 -85  30],[-80 -15  50]
2107,105015,501520,152010,201050,[ 45 -65   0],[ 50 -75  40],[ 15 -70  30],[-65   0  20]
2108,105015,501525,152510,251050,[ 45 -60   5],[ 55 -75  45],[ 20 -65  30],[-60   5  10]
2109,105015,501530,153010,301050,[ 45 -55  10],[ 60 -75  50],[ 25 -60  30],[-55  10   0]
2110,105015,501535,153510,351050,[ 45 -50  15],[ 65 -75  55],[ 30 -55  30],[-50  15 -10]
