t,x,y,z
1721196238525,57.473073840017726,93.51495662087805,-60.507849525491636
1721196238541,58.08554275060011,93.51010739188287,-61.15323778910829
1721196238557,58.449242803041024,93.51298511279579,-61.54764078906757
1721196238574,58.499625668713,93.5216331759036,-61.628595062881764
1721196238592,59.04556399171568,93.51282706988901,-62.20261353793592
1721196238608,59.61339075985481,93.5021279148764,-62.79272490960251
1721196238624,59.77745077511193,93.5021943335594,-62.97334629666652
1721196238641,59.7172051660451,93.51702984415648,-62.9283058011907
1721196238658,60.07119195257007,93.5225234669701,-63.29737880200528
1721196238674,60.685669409159495,93.52147553428094,-63.92809278329585
1721196238691,61.94429910748451,93.49405981973813,-65.20462506169726
1721196238707,62.36294868734101,93.47965603137922,-65.62351699115412
1721196238724,62.52393070758833,93.47980359256735,-65.7841683142418
1721196238741,62.99016943060043,93.47340921647917,-66.24816916538971
1721196238758,63.437996785454146,93.46636368343904,-66.6907620136757
1721196238774,63.82300416733953,93.45349715634232,-67.06875518394476
1721196238791,64.60240916976234,93.42671225181498,-67.84355128399324
1721196238807,65.13150546979533,93.40650023124682,-68.36871195380836
1721196238824,66.04559303133195,93.3803238745088,-69.28218905660115
1721196238841,67.22498255236934,93.3475095962886,-70.45471195753984
1721196238858,68.28443278197072,93.32203463488842,-71.50790719925521
1721196238874,69.4936969949125,93.29457476429786,-72.70780047222507
1721196238891,71.16901066839871,93.25916751517519,-74.36936512584305
1721196238908,73.21424437077984,93.2206411916118,-76.39484872257046
1721196238924,75.85582187398903,93.17629642498478,-79.0106770574353
1721196238941,78.7688599203685,93.133435961043,-81.89535606655751
1721196238958,82.2402584759742,93.09619033492794,-85.3393286703902
1721196238974,86.21738909357487,93.06661370324366,-89.2927609037031
1721196238992,276.4192831213908,86.94789296077325,80.54250492945803
1721196239007,282.6387273964866,86.90879564558172,74.34037765473673
1721196239024,288.97731374525006,86.82643023164015,68.02226355868089
1721196239041,295.3245373036822,86.69890272923617,61.69734310897497
1721196239058,301.6927453725615,86.52951084552008,55.35579794914341
1721196239074,308.8040361393472,86.26118778522249,48.279387677999864
1721196239092,316.3931571982189,85.8627760018241,40.74192298662543
1721196239107,324.09623154251113,85.270453783078,33.111977195759344
1721196239124,331.1680524585622,84.4153888085767,26.12824101586773
1721196239141,336.92447285790814,83.27732490411627,20.459313107168676
1721196239158,344.48550254445695,80.24522382760922,13.039334665773293
1721196239174,346.8130578149441,78.45767381692833,10.765764052102544
1721196239191,348.3972040953879,76.5647637316112,9.21315994751307
1721196239207,349.3609510708517,74.62316187490335,8.232347925836002
1721196239224,349.91765254905437,72.72299761622449,7.598793205256753
1721196239241,350.3095289084459,70.9408216491941,7.093119101417643
1721196239258,350.6085709504785,69.32565181433364,6.666850615551307
1721196239274,350.82874529770544,67.88908724523084,6.310740447388633
1721196239292,350.9630884236506,66.57612724140057,6.008878851864666
1721196239308,351.0101785858912,64.06671544941388,5.473280516768033
1721196239324,351.043363638023,62.880812475380736,5.158843540971305
1721196239341,351.09602288669817,61.81395367750124,4.836120420840587
1721196239358,351.12964505915454,60.86684145459825,4.543848557367987
1721196239373,351.14137144876173,59.997100537703474,4.272996504893427
1721196239391,351.1729634083679,59.104468915137765,3.9808284613401215
1721196239408,351.2624859393763,58.21068087799806,3.6540046155704022
1721196239424,351.4075838125319,57.30796203808086,3.312646633499973
1721196239441,351.5550539042717,56.477042868410805,3.002989291233977
1721196239458,351.78785921824766,55.23776697753914,2.502109917608904
1721196239474,351.89854121784475,54.777819450771865,2.280360672172749
1721196239493,352.0195665257261,54.29919597764861,2.063042322519289
1721196239507,352.1267701370965,53.77084761156747,1.8672072844332472
1721196239524,352.1880650624559,53.189596391441846,1.7097823565340475
1721196239541,352.20439830067914,52.56844537998486,1.5805710979886605
1721196239558,352.1946809737305,51.9017254081621,1.4620653616214483
1721196239574,352.1868184671071,51.32739247642026,1.336747844389467
1721196239591,352.2180493245577,50.695299696969556,1.1774090161797415
1721196239607,352.2854108492539,50.021506003317135,0.992431085095069
1721196239624,352.40726601778016,48.752896597797275,0.6528096532480009
1721196239640,352.43751216526647,48.242044201553696,0.5201502929383182
1721196239658,352.4545350991598,47.7982360911507,0.3987358964928705
1721196239674,352.4669727772501,47.33303007833299,0.27503323331862933
1721196239692,352.47649394203773,46.85039295579798,0.14127037706535484
1721196239708,352.4771223624093,46.38953466634102,0.005085694291884595
1721196239723,352.4697652589014,46.012227808162386,-0.12342845145415847
1721196239741,352.47593262392013,45.696779773326966,-0.25685524776047014
1721196239758,352.50885619517913,45.422203178852435,-0.4025838247985485
1721196239774,352.69140929664917,44.86410845340218,-0.7173771563390932
1721196239791,352.7799947293963,44.62193320126598,-0.8416595036335555
1721196239807,352.8534083032176,44.41580428464283,-0.9365978389317579
1721196239824,352.9328622837021,44.217246798844464,-1.0145861175693927
1721196239841,353.01499611369684,44.00488423401262,-1.0731993945889517
1721196239858,353.0921027270668,43.791258171594,-1.1108032869591098
1721196239874,353.16592547867316,43.579999046095764,-1.1337648516892793
1721196239891,353.2370881293061,43.409149276713705,-1.1524215499464567
1721196239908,353.308120835957,43.27065467336811,-1.1740188916549912
1721196239924,353.4781109106712,42.87685125533837,-1.2530181791238886
1721196239941,353.5498516896388,42.68471843623849,-1.2932367635600224
1721196239958,353.61257885335743,42.52487355997103,-1.3339609778328538
1721196239974,353.6659580747978,42.385293202038106,-1.3667233169767024
1721196239991,353.70439136950074,42.27354686807571,-1.3889956084132382
1721196240008,353.72093713463886,42.18043990140524,-1.3980052531464353
1721196240024,353.7284384538142,42.13129744721831,-1.401291896853948
1721196240041,353.7409489793519,42.076938608277345,-1.4052808075531211
1721196240058,353.75182147288047,42.05947992575617,-1.4039867815014264
1721196240074,353.75233784380015,42.04349000802218,-1.393766585412962
1721196240092,353.7365812713477,42.085702438426495,-1.3624444265405569
1721196240108,353.725607051667,42.13150291219438,-1.3468113110041506
1721196240123,353.7114756654584,42.166095952668805,-1.324967239457896
1721196240141,353.69249816921086,42.228182691214435,-1.3005829146474637
1721196240158,353.6750854622095,42.29802570204605,-1.2765497340300727
1721196240174,353.663367749622,42.307340043119055,-1.253742435260391
1721196240192,353.6579548648625,42.333425608276485,-1.2351093584426354
1721196240208,353.65426475330185,42.33285163420918,-1.2204290064522336
1721196240224,353.64646486258687,42.331143553190174,-1.2094689263733858
1721196240241,353.6425104286797,42.412621285682526,-1.2109118654242534
1721196240258,353.6535761833784,42.471317647319,-1.2218908386337153
1721196240274,353.667408508174,42.54053347006533,-1.236612455916936
1721196240291,353.68938998403354,42.62503681162727,-1.2653758547208325
1721196240307,353.70210712782426,42.67540498041725,-1.2791736689537492
1721196240324,353.70807364659765,42.7081325616914,-1.282519656507457
1721196240341,353.70840846475147,42.73078273737057,-1.2749984867834416
1721196240358,353.70429379533994,42.73667070421777,-1.2565111043734558
1721196240374,353.6925549494199,42.74682526337573,-1.2275949154220358
1721196240391,353.69164099057866,42.78517042733019,-1.1992232691465337
1721196240408,353.6987057217005,42.898880795929465,-1.1280608595920365
1721196240424,353.6874956108441,42.994948996096376,-1.0798275337970842
1721196240441,353.703609667178,43.09998838976292,-1.0426442369944435
1721196240458,353.7345252645156,43.248689797088105,-1.0001644745394926
1721196240473,353.7403013854486,43.482087893419006,-0.9207145949774246
1721196240493,353.6994481348751,43.85659781708866,-0.7867269819486481
1721196240508,353.65354070221696,44.42078054477138,-0.6224276425499496
1721196240524,353.6717292900846,45.183644067059326,-0.46525996150667365
1721196240541,353.747868936996,46.13635036815897,-0.304888148267294
1721196240558,353.76810555401704,48.52576202522151,0.18170325114510086
1721196240574,353.7663711568168,49.8985150815727,0.4364257725313162
1721196240594,353.8215497335976,51.31183193276615,0.6576958728509213
1721196240608,353.89099532499483,52.76202717892779,0.8733417958527685
1721196240624,353.9193865226232,54.236090873511976,1.1126302256384075
1721196240641,353.91297683007105,55.75905726739987,1.3589344615554058
1721196240658,353.9439325540028,57.31992108822125,1.5602691856426094
1721196240674,354.0170155263855,58.90426770567127,1.724107685540452
1721196240691,354.07145864596873,60.463804887126756,1.8992551548812033
1721196240707,354.1033456847286,61.99199001248228,2.079044261495316
1721196240724,354.211158016721,64.90417504646474,2.3608437647903484
1721196240741,354.2802972366264,66.24453289353306,2.4725004768696395
1721196240757,354.31112184999296,67.48837012527265,2.6053057174744962
1721196240774,354.30546488368776,68.65966033762538,2.7531227662914275
1721196240791,354.30251030613533,69.82067540932728,2.8928731372755205
1721196240807,354.2759359159808,70.93754570910608,3.061393902324096
1721196240824,354.20773104056275,72.03961264625113,3.2712127338449286
1721196240841,354.09037475470024,73.0326422888442,3.5114769938596306
1721196240857,353.95913713580615,73.95560422259675,3.743907158705298
1721196240874,353.6815743438028,75.8547379133423,4.20852315011942
1721196240891,353.48441682967734,76.77711413602441,4.498477788629967
1721196240907,353.22424740102144,77.62377400441665,4.834767072998015
1721196240924,352.9248598477005,78.39216865421741,5.182427520045974
1721196240941,352.62178722208796,79.11883037184958,5.510521229829632
1721196240957,352.3668707265963,79.82629889391414,5.779649662051472
1721196240974,352.0763207204489,80.49820989397368,6.070492336933185
1721196240991,351.74021517878555,81.11098201715316,6.37943212351813
1721196241007,351.41627314263457,81.65365874558077,6.637900834319273
1721196241024,351.4527381306036,82.63558661861522,6.337625443892326
1721196241041,351.7933461647412,83.11296221006904,5.803822833746783
1721196241057,352.2545959915206,83.5865707238667,5.123244460619777
1721196241074,352.9134451437749,84.06181180344903,4.229386134596198
1721196241091,353.71172158086927,84.51830827838208,3.18815608667979
1721196241107,354.5368574620506,85.00656118515214,2.1245547078856424
1721196241124,355.4884885107677,85.42868313057255,0.9563688530270253
1721196241141,356.52733324407245,85.83093893506893,-0.2615922026692738
1721196241157,357.4817710227102,86.20535226943441,-1.3498545094038803
1721196241174,358.0852744228547,86.54253253752523,-2.0455084182578105
1721196241191,358.05328916999764,87.12242158306856,-2.0932194148645715
1721196241206,357.50850868446713,87.3725767536169,-1.5400321816736844
1721196241224,356.7275251454911,87.59868830606821,-0.7177686830439366
1721196241241,355.6715261857469,87.79668235380512,0.4074338180272874
1721196241257,354.03887629880495,87.95637192563586,2.1211183171078596
1721196241274,351.9569673236464,88.10325882196851,4.282079789890287
1721196241291,349.6219906562779,88.29488955530128,6.693453730684413
1721196241307,348.12179518036436,88.39385184675324,8.278623934548065
1721196241324,347.14416991980266,88.48901116218637,9.353410675378916
1721196241341,345.512140232549,88.62422640696191,11.175771030124308
1721196241357,344.3816837561339,88.69778471463601,12.376396727192908
1721196241374,343.5095335492927,88.78587795885163,13.304083672341331
1721196241391,342.0209115706233,88.95760640550236,14.84363419927043
1721196241407,340.10625887080533,89.10883943813829,16.80871368318472
1721196241424,337.4853585241671,89.27309728014055,19.47601404326724
